-7.308639093717802515e-01 -4.808639093717803070e-01 -3.674842188890236616e-01 -3.005857664752399350e-01 -2.538810048873007541e-01 -2.179884369404962441e-01 -1.888048751516497870e-01 -1.642088821442412860e-01 -1.429624479738492993e-01 -1.242796712307975004e-01 -1.076311285974004689e-01 -9.264441481797454359e-02 -7.904898055275530466e-02 -6.664342610928220001e-02 -5.527505965664318566e-02 -4.482655902771678219e-02 -3.520694724936825060e-02 -2.634529154241694454e-02 -1.818617864088349981e-02 -1.068638112028341171e-02 -3.812341592484750838e-03 2.461769396766604751e-03 8.155584954304965356e-03 1.328377374252292902e-02 1.785704825975865245e-02 2.188300189476474755e-02 2.536681070416427208e-02 2.831182424404217468e-02 3.072006150858843862e-02 3.259262214073704866e-02 3.393001896040231946e-02 3.473243507884962722e-02 3.499990711833205620e-02
-4.808639093717802515e-01 -4.125537546131586297e-01 -3.442435998545371745e-01 -2.904889210623175511e-01 -2.484749080667334187e-01 -2.146339338615171899e-01 -1.865110907609308089e-01 -1.625341027257330151e-01 -1.416806192601791914e-01 -1.232625541759701099e-01 -1.068002141704149088e-01 -9.194877506087120733e-02 -7.845404064188224447e-02 -6.612483211386514792e-02 -5.481512674478688368e-02 -4.441211460242783238e-02 -3.482796921366963089e-02 -2.599402013970801215e-02 -1.785652095041682583e-02 -1.037350212388269376e-02 -3.512377323211099498e-03 2.751917112623101375e-03 8.438398338965164697e-03 1.356123087801404392e-02 1.813070870087347269e-02 2.215407430756802937e-02 2.563620833892505876e-02 2.858021238170801309e-02 3.098789982478726557e-02 3.286020404697869574e-02 3.419750931101128710e-02 3.499990711833205620e-02 3.526737915781449212e-02
-3.674842188890238837e-01 -3.442435998545373965e-01 -3.064475048536486890e-01 -2.686514098527599814e-01 -2.348957724557979854e-01 -2.055612996779078994e-01 -1.800714513048231047e-01 -1.577358187375805243e-01 -1.379633721651644662e-01 -1.202897120424887972e-01 -1.043583988474177243e-01 -8.989643061321307693e-02 -7.669357484003752612e-02 -6.458673495950938148e-02 -5.344850060621137572e-02 -4.317880342353801887e-02 -3.369879486317443884e-02 -2.494629885232869590e-02 -1.687238289719309239e-02 -9.438729101619452305e-03 -2.615582689100058675e-03 3.619878037971739453e-03 9.284860410918548135e-03 1.439204272969461101e-02 1.895048135815317544e-02 2.296637829570884540e-02 2.644373596225994480e-02 2.938491711907753254e-02 3.179112136187388360e-02 3.366278491137918161e-02 3.499990711833205620e-02 3.580230492565283917e-02 3.606979527626183457e-02
-3.005857664752404901e-01 -2.904889210623181062e-01 -2.686514098527602035e-01 -2.427734410392756170e-01 -2.168954722257909751e-01 -1.926440410894936228e-01 -1.704775960428734083e-01 -1.503743487546014557e-01 -1.321473386204094769e-01 -1.155745229814028469e-01 -1.004472385635540865e-01 -8.658497370452582220e-02 -7.383709314554527670e-02 -6.208003227792357331e-02 -5.121333729701117027e-02 -4.115580362233835915e-02 -3.184210796316136460e-02 -2.321999750923925063e-02 -1.524798268440737820e-02 -7.893448696301975237e-03 -1.131102369541425821e-03 5.058317317445370880e-03 1.068912253704267477e-02 1.577159827169266962e-02 2.031279570633576226e-02 2.431722155485419382e-02 2.778744009532833209e-02 3.072459877046830948e-02 3.312888359225155122e-02 3.499990711833204232e-02 3.633702932528493773e-02 3.713961018968543054e-02 3.740719209592710537e-02
-2.538810048873012537e-01 -2.484749080667337795e-01 -2.348957724557983739e-01 -2.168954722257911139e-01 -1.972686343185966196e-01 -1.776417964114021530e-01 -1.588205430225754222e-01 -1.411366416175423022e-01 -1.246771105804689028e-01 -1.094138026991590823e-01 -9.527105872086991112e-02 -8.215913249579083477e-02 -6.998979175969421984e-02 -5.868296370962849257e-02 -4.816901268157135207e-02 -3.838896580564290367e-02 -2.929383585789337857e-02 -2.084360053705954993e-02 -1.300610163489521881e-02 -5.755980629639643326e-03 9.263045897909654965e-04 7.055371064308492944e-03 1.264171414811410959e-02 1.769243211369762175e-02 2.221188164064299628e-02 2.620227212204382164e-02 2.966420409373086292e-02 3.259715427521579778e-02 3.499990711833201457e-02 3.687093064441251261e-02 3.820869287479021492e-02 3.901191441187686071e-02 3.927975272807569806e-02
-2.179884369404965772e-01 -2.146339338615174397e-01 -2.055612996779082602e-01 -1.926440410894937616e-01 -1.776417964114020975e-01 -1.618339672149428088e-01 -1.460261380184836588e-01 -1.306745641125232893e-01 -1.160106593847646250e-01 -1.021325185138945713e-01 -8.906406112497559924e-02 -7.679070579807348307e-02 -6.527997768781224064e-02 -5.449301811932484585e-02 -4.439078391400289036e-02 -3.493721106076844163e-02 -2.610066912570975853e-02 -1.785446714621030315e-02 -1.017684268847428818e-02 -3.050676777152334235e-03 3.536930294036439489e-03 9.595148201883514638e-03 1.512993087740763069e-02 2.014453439434069765e-02 2.464002662049481415e-02 2.861578119894727865e-02 3.206994988233555915e-02 3.499990711833203538e-02 3.740265996144826605e-02 3.927521546619576476e-02 4.061489711758654864e-02 4.141960185495609237e-02 4.168798999262194466e-02
-1.888048751516499535e-01 -1.865110907609309754e-01 -1.800714513048233267e-01 -1.704775960428733805e-01 -1.588205430225752279e-01 -1.460261380184835200e-01 -1.327754777238930317e-01 -1.195248174293024879e-01 -1.065584443321718200e-01 -9.404155084667899234e-02 -8.206196146706457029e-02 -7.065965188371536865e-02 -5.984639507415635135e-02 -4.961834716585571819e-02 -3.996389379434688721e-02 -3.086842539771824517e-02 -2.231716243796688648e-02 -1.429675623359764371e-02 -6.796125195639280900e-03 1.931859154681500861e-04 6.676945161623619972e-03 1.265836057178149759e-02 1.813832676529221477e-02 2.311574796576271185e-02 2.758790924804824934e-02 3.155087617091493352e-02 3.499990711833207008e-02 3.792986435432854631e-02 4.033561014293321478e-02 4.221237414133575255e-02 4.355607827440414331e-02 4.436360589773903629e-02 4.463300353249983338e-02
-1.642088821442412860e-01 -1.625341027257329873e-01 -1.577358187375804965e-01 -1.503743487546013169e-01 -1.411366416175420802e-01 -1.306745641125231505e-01 -1.195248174293024462e-01 -1.080907835486218244e-01 -9.665674966794117473e-02 -8.541327907358491067e-02 -7.448258201288818214e-02 -6.393954519556695193e-02 -5.382760355924207790e-02 -4.417008167559469817e-02 -3.497801869981065348e-02 -2.625543429779073068e-02 -1.800279899484188983e-02 -1.021927015457412338e-02 -2.904087775953348959e-03 3.942600473040592905e-03 1.031930386520839293e-02 1.622302215832661584e-02 2.164926764621701721e-02 2.659222145536966481e-02 3.104498623502052745e-02 3.499990711833208396e-02 3.844893806574923439e-02 4.138403303771685110e-02 4.379754211462026647e-02 4.568259268180992205e-02 4.703343594095526353e-02 4.784573992909606222e-02 4.811681234189929546e-02
-1.429624479738492437e-01 -1.416806192601791636e-01 -1.379633721651644385e-01 -1.321473386204092548e-01 -1.246771105804686669e-01 -1.160106593847645279e-01 -1.065584443321717506e-01 -9.665674966794111922e-02 -8.656449171738617165e-02 -7.647223376683121021e-02 -6.651554231533635120e-02 -5.678834332642221372e-02 -4.735439229165032404e-02 -3.825635727747033615e-02 -2.952266503151030133e-02 -2.117249409879214464e-02 -1.321932908903582053e-02 -5.673437613903609296e-03 1.456443773359410556e-03 8.161999887439163465e-03 1.443464766784275342e-02 2.026515655009957298e-02 2.564350020587955262e-02 3.055888397447834720e-02 3.499990711833207702e-02 3.895482800164364046e-02 4.241190498861590469e-02 4.535978761616931559e-02 4.778793259602107796e-02 4.968701853032831545e-02 5.104933287851090573e-02 5.186910553579060501e-02 5.214276597690539750e-02
-1.242796712307973478e-01 -1.232625541759699711e-01 -1.202897120424886584e-01 -1.155745229814026248e-01 -1.094138026991588880e-01 -1.021325185138944880e-01 -9.404155084667886744e-02 -8.541327907358479965e-02 -7.647223376683118246e-02 -6.739562196101747671e-02 -5.831901015520373627e-02 -4.934389350313520689e-02 -4.054526500346661982e-02 -3.197829011112603842e-02 -2.368379004996809881e-02 -1.569254797683171734e-02 -8.028585648605634020e-03 -7.115949853639057764e-04 6.241300595855440482e-03 1.281430763551389546e-02 1.899213036862388432e-02 2.475945616834935442e-02 3.010069265272324879e-02 3.499990711833206314e-02 3.944093026218579295e-02 4.340759278129448229e-02 4.688406627090142831e-02 4.985527984232340087e-02 5.230738212296646289e-02 5.422821596497137686e-02 5.560777150696943893e-02 5.643858335864999909e-02 5.671604049414110532e-02
-1.076311285974002330e-01 -1.068002141704146729e-01 -1.043583988474175300e-01 -1.004472385635539061e-01 -9.527105872086977234e-02 -8.906406112497550209e-02 -8.206196146706438987e-02 -7.448258201288808500e-02 -6.651554231533628181e-02 -5.831901015520374321e-02 -5.002098284132600048e-02 -4.172295552744825775e-02 -3.350448410795490300e-02 -2.542774811359920645e-02 -1.754165708040436589e-02 -9.885322109960958947e-03 -2.490870543191097634e-03 4.614342725198180596e-03 1.140604595991234413e-02 1.786179969013707014e-02 2.396011000278955999e-02 2.967984510195074283e-02 3.499990711833204232e-02 3.989912158394084973e-02 4.435631403078455631e-02 4.835054659044708825e-02 5.186148747137188375e-02 5.486988335925642446e-02 5.735810008854994035e-02 5.931069169962135956e-02 6.071495382574547406e-02 6.156141589769884709e-02 6.184422928235903255e-02
-9.264441481797439093e-02 -9.194877506087102692e-02 -8.989643061321289652e-02 -8.658497370452565567e-02 -8.215913249579075150e-02 -7.679070579807337205e-02 -7.065965188371522987e-02 -6.393954519556686866e-02 -5.678834332642218596e-02 -4.934389350313520689e-02 -4.172295552744826469e-02 -3.402246165737690675e-02 -2.632196778730553494e-02 -1.868656115491150113e-02 -1.116976804808920108e-02 -3.816212839416662731e-03 3.336082860604020969e-03 1.025379046943537820e-02 1.690674082845865928e-02 2.326673516233249486e-02 2.930666485044650452e-02 3.499990711833200069e-02 4.031996913471330712e-02 4.524035806831469553e-02 4.973465768656448738e-02 5.377679207833744451e-02 5.734145366488260787e-02 6.040466603478054225e-02 6.294444317235552144e-02 6.494149691921860534e-02 6.637993619869222983e-02 6.724789712404086184e-02 6.753804483989735152e-02
-7.904898055275519364e-02 -7.845404064188214732e-02 -7.669357484003740122e-02 -7.383709314554517955e-02 -6.998979175969410882e-02 -6.527997768781212962e-02 -5.984639507415623338e-02 -5.382760355924200851e-02 -4.735439229165030323e-02 -4.054526500346663370e-02 -3.350448410795492382e-02 -2.632196778730554534e-02 -1.907436422897881498e-02 -1.182676067065207420e-02 -4.634641117624276746e-03 2.454155939779486401e-03 9.397624355588470382e-03 1.615799546348064414e-02 2.270039172215444420e-02 2.899173528028775593e-02 3.499990711833200069e-02 4.069314938621747257e-02 4.603970423387446220e-02 5.100768386804013094e-02 5.556516656882124622e-02 5.968051037145562232e-02 6.332286907504040829e-02 6.646288394262754584e-02 6.907350964687299089e-02 7.113091660620535217e-02 7.261539692576397809e-02 7.351219155987498421e-02 7.381215582914860129e-02
-6.664342610928208899e-02 -6.612483211386506465e-02 -6.458673495950929822e-02 -6.208003227792350392e-02 -5.868296370962841624e-02 -5.449301811932472789e-02 -4.961834716585561411e-02 -4.417008167559468429e-02 -3.825635727747036391e-02 -3.197829011112609393e-02 -2.542774811359924808e-02 -1.868656115491153583e-02 -1.182676067065209675e-02 -4.911476181093711764e-03 2.003808308464664120e-03 8.869853360570414263e-03 1.564226315848973869e-02 2.228017530674428204e-02 2.874509531639070359e-02 3.499990711833200763e-02 4.100807895637625239e-02 4.673307907433146835e-02 5.213801454652689654e-02 5.718550660115009898e-02 6.183781434922480669e-02 6.605721376362337638e-02 6.980662832119582939e-02 7.305049101381626275e-02 7.575579486630355797e-02 7.789326293296588988e-02 7.943854333828333225e-02 8.037331636054655115e-02 8.068619535694725176e-02
-5.527505965664306770e-02 -5.481512674478677266e-02 -5.344850060621129245e-02 -5.121333729701113557e-02 -4.816901268157133126e-02 -4.439078391400282791e-02 -3.996389379434683864e-02 -3.497801869981065348e-02 -2.952266503151034643e-02 -2.368379004996814738e-02 -1.754165708040440058e-02 -1.116976804808922884e-02 -4.634641117624294093e-03 2.003808308464661951e-03 8.691497172006229857e-03 1.537918603554778475e-02 2.202139961105579677e-02 2.857534728861601744e-02 3.499990711833202151e-02 4.125471892027332554e-02 4.729942251450953289e-02 5.309307340820525190e-02 5.859376827675158439e-02 6.375851364080852013e-02 6.854337046330455374e-02 7.290390201261726100e-02 7.679593943230320074e-02 8.017665692513813169e-02 8.300591587155901896e-02 8.524779692107117834e-02 8.687219713385692377e-02 8.785633518708065026e-02 8.818599287754737281e-02
-4.482655902771669892e-02 -4.441211460242776993e-02 -4.317880342353794948e-02 -4.115580362233833833e-02 -3.838896580564288286e-02 -3.493721106076843469e-02 -3.086842539771824170e-02 -2.625543429779075150e-02 -2.117249409879216546e-02 -1.569254797683174163e-02 -9.885322109960984968e-03 -3.816212839416681813e-03 2.454155939779479462e-03 8.869853360570422937e-03 1.537918603554779343e-02 2.193399399855871720e-02 2.848880196156965139e-02 3.499990711833202151e-02 4.142446694804799434e-02 4.771963892991974016e-02 5.384181877318335724e-02 5.974602376722858155e-02 6.538547151146577308e-02 7.071140922202784340e-02 7.567325185056750225e-02 8.021908439123798251e-02 8.429657047026146988e-02 8.785428138287409983e-02 9.084341477372330498e-02 9.321981174590299180e-02 9.494611308899247870e-02 9.599383437637185046e-02 9.634510577908081408e-02
-3.520694724936821590e-02 -3.482796921366961007e-02 -3.369879486317439027e-02 -3.184210796316134379e-02 -2.929383585789337510e-02 -2.610066912570975853e-02 -2.231716243796689342e-02 -1.800279899484190718e-02 -1.321932908903584135e-02 -8.028585648605654837e-03 -2.490870543191115848e-03 3.336082860604010127e-03 9.397624355588473852e-03 1.564226315848975951e-02 2.202139961105581412e-02 2.848880196156966180e-02 3.499990711833202844e-02 4.151101227509441244e-02 4.797841462560824277e-02 5.435755107817426268e-02 6.060218988107551191e-02 6.666373137605996479e-02 7.249068477985505521e-02 7.802839988526956427e-02 8.321914332569968487e-02 8.800261323150568304e-02 9.231697667463065193e-02 9.610048336237353439e-02 9.929365009455713709e-02 1.018419221998250607e-01 1.036986090998381488e-01 1.048277834503333755e-01 1.052067614860320299e-01
-2.634529154241696189e-02 -2.599402013970804337e-02 -2.494629885232870284e-02 -2.321999750923925063e-02 -2.084360053705954646e-02 -1.785446714621032396e-02 -1.429675623359767146e-02 -1.021927015457414593e-02 -5.673437613903634449e-03 -7.115949853639308214e-04 4.614342725198161514e-03 1.025379046943536779e-02 1.615799546348063720e-02 2.228017530674427510e-02 2.857534728861603479e-02 3.499990711833202844e-02 4.151101227509441938e-02 4.806582023810533622e-02 5.462062820111627387e-02 6.112996087609361140e-02 6.754565829688452538e-02 7.381602707608066194e-02 7.988513634662494645e-02 8.569236221349563198e-02 9.117230833545601765e-02 9.625524853445448226e-02 1.008682396343819204e-01 1.049370252974321516e-01 1.083887800423066344e-01 1.111556178590020622e-01 1.131786176602017774e-01 1.144119288390916256e-01 1.148263732643805407e-01
-1.818617864088353103e-02 -1.785652095041687093e-02 -1.687238289719313750e-02 -1.524798268440741983e-02 -1.300610163489523616e-02 -1.017684268847430899e-02 -6.796125195639312125e-03 -2.904087775953382786e-03 1.456443773359378030e-03 6.241300595855405788e-03 1.140604595991232331e-02 1.690674082845865928e-02 2.270039172215443726e-02 2.874509531639068277e-02 3.499990711833202151e-02 4.142446694804801516e-02 4.797841462560825665e-02 5.462062820111628081e-02 6.130831706465788428e-02 6.799600592819944611e-02 7.463445535428836486e-02 8.116958228475328052e-02 8.754147131706839502e-02 9.368360428663206896e-02 9.952247926817420209e-02 1.049778329364744328e-01 1.099637080310105763e-01 1.143905981506666003e-01 1.181688269182351730e-01 1.212131515336750121e-01 1.234483148428752591e-01 1.248149409814507671e-01 1.252748738933070760e-01
-1.068638112028345508e-02 -1.037350212388274753e-02 -9.438729101619504347e-03 -7.893448696302022075e-03 -5.755980629639678020e-03 -3.050676777152372832e-03 1.931859154681073415e-04 3.942600473040546935e-03 8.161999887439123566e-03 1.281430763551385556e-02 1.786179969013705279e-02 2.326673516233249486e-02 2.899173528028775246e-02 3.499990711833202844e-02 4.125471892027335330e-02 4.771963892991978179e-02 5.435755107817435289e-02 6.112996087609368079e-02 6.799600592819948774e-02 7.491129041775783370e-02 8.182657490731620742e-02 8.868637539157565863e-02 9.542756235026329803e-02 1.019781043477900467e-01 1.082561715141342334e-01 1.141698959122584289e-01 1.196181614025194351e-01 1.244928323559886252e-01 1.286827779462923205e-01 1.320798465145875122e-01 1.345865491961734384e-01 1.361246463505292326e-01 1.366432403459462430e-01
-3.812341592484805915e-03 -3.512377323211155877e-03 -2.615582689100116355e-03 -1.131102369541479380e-03 9.263045897909129127e-04 3.536930294036390483e-03 6.676945161623566195e-03 1.031930386520834089e-02 1.443464766784270659e-02 1.899213036862385656e-02 2.396011000278954264e-02 2.930666485044652186e-02 3.499990711833202844e-02 4.100807895637630096e-02 4.729942251450962309e-02 5.384181877318344051e-02 6.060218988107562293e-02 6.754565829688465028e-02 7.463445535428843425e-02 8.182657490731622130e-02 8.907417846564297248e-02 9.632178202396970979e-02 1.035042983446190362e-01 1.105450792401306698e-01 1.173542065283142560e-01 1.238274177959059474e-01 1.298462093108201376e-01 1.352797919244760616e-01 1.399896059963580408e-01 1.438369073822092503e-01 1.466933890767015691e-01 1.484538548785463985e-01 1.490487947894194032e-01
2.461769396766547505e-03 2.751917112623044996e-03 3.619878037971680472e-03 5.058317317445310164e-03 7.055371064308429627e-03 9.595148201883455658e-03 1.265836057178142994e-02 1.622302215832656380e-02 2.026515655009952441e-02 2.475945616834933360e-02 2.967984510195073242e-02 3.499990711833202844e-02 4.069314938621752809e-02 4.673307907433156549e-02 5.309307340820540455e-02 5.974602376722870645e-02 6.666373137606006194e-02 7.381602707608078684e-02 8.116958228475339154e-02 8.868637539157571414e-02 9.632178202396973754e-02 1.040222758940411024e-01 1.117227697641124534e-01 1.193437077397993817e-01 1.267881575630862845e-01 1.339393594322309533e-01 1.406594661203792729e-01 1.467905200347374428e-01 1.521589467324546696e-01 1.565847879411897126e-01 1.598962448498771061e-01 1.619485892975352781e-01 1.626442290546386005e-01
8.155584954304906375e-03 8.438398338965102247e-03 9.284860410918482215e-03 1.068912253704260712e-02 1.264171414811403674e-02 1.512993087740756477e-02 1.813832676529214538e-02 2.164926764621694089e-02 2.564350020587949017e-02 3.010069265272322103e-02 3.499990711833202844e-02 4.031996913471331406e-02 4.603970423387452465e-02 5.213801454652702838e-02 5.859376827675177174e-02 6.538547151146596736e-02 7.249068477985523562e-02 7.988513634662511298e-02 8.754147131706854768e-02 9.542756235026343681e-02 1.035042983446191472e-01 1.117227697641124812e-01 1.200207970779902378e-01 1.283188243918679527e-01 1.365153565520005052e-01 1.444823962495522807e-01 1.520617757037285855e-01 1.590638753616395451e-01 1.652708729575337321e-01 1.704470528002179075e-01 1.743582130840815592e-01 1.768000284070787576e-01 1.776309428340643870e-01
1.328377374252286656e-02 1.356123087801397800e-02 1.439204272969453989e-02 1.577159827169260023e-02 1.769243211369755583e-02 2.014453439434062479e-02 2.311574796576263205e-02 2.659222145536957807e-02 3.055888397447827087e-02 3.499990711833201457e-02 3.989912158394082892e-02 4.524035806831470941e-02 5.100768386804018645e-02 5.718550660115022388e-02 6.375851364080875605e-02 7.071140922202810708e-02 7.802839988526982795e-02 8.569236221349589566e-02 9.368360428663229100e-02 1.019781043477902410e-01 1.105450792401307669e-01 1.193437077397994373e-01 1.283188243918679805e-01 1.373954361976816585e-01 1.464720480034953642e-01 1.554130933102489398e-01 1.640413650833429937e-01 1.721323327505585032e-01 1.794136169358229171e-01 1.855743372180665984e-01 1.902895262791525766e-01 1.932623684126338615e-01 1.942794854674612937e-01
1.785704825975860041e-02 1.813070870087342065e-02 1.895048135815312340e-02 2.031279570633571716e-02 2.221188164064296852e-02 2.464002662049476211e-02 2.758790924804818342e-02 3.104498623502045460e-02 3.499990711833200763e-02 3.944093026218576520e-02 4.435631403078456325e-02 4.973465768656455677e-02 5.556516656882137806e-02 6.183781434922498710e-02 6.854337046330477579e-02 7.567325185056779369e-02 8.321914332570000405e-02 9.117230833545632296e-02 9.952247926817441026e-02 1.082561715141344277e-01 1.173542065283144087e-01 1.267881575630863678e-01 1.365153565520005052e-01 1.464720480034954198e-01 1.565643059540504090e-01 1.666565639046052039e-01 1.765582585688358075e-01 1.860104736214286125e-01 1.946769248171327238e-01 2.021471528570732423e-01 2.079631864018282317e-01 2.116804334968429846e-01 2.129622622105131757e-01
2.188300189476470245e-02 2.215407430756799467e-02 2.296637829570881417e-02 2.431722155485417647e-02 2.620227212204383205e-02 2.861578119894726824e-02 3.155087617091487801e-02 3.499990711833203538e-02 3.895482800164359188e-02 4.340759278129448229e-02 4.835054659044711600e-02 5.377679207833750696e-02 5.968051037145574722e-02 6.605721376362358455e-02 7.290390201261758019e-02 8.021908439123832946e-02 8.800261323150605774e-02 9.625524853445485696e-02 1.049778329364747104e-01 1.141698959122586926e-01 1.238274177959060862e-01 1.339393594322309533e-01 1.444823962495521974e-01 1.554130933102489953e-01 1.666565639046052039e-01 1.780905977852857980e-01 1.895246316659664754e-01 2.006743783491872490e-01 2.111364558542061509e-01 2.203741629912653044e-01 2.277356329742443175e-01 2.325339169623966695e-01 2.342086963809050792e-01
2.536681070416423392e-02 2.563620833892504142e-02 2.644373596225993786e-02 2.778744009532833209e-02 2.966420409373089762e-02 3.206994988233557303e-02 3.499990711833204232e-02 3.844893806574919276e-02 4.241190498861586999e-02 4.688406627090142137e-02 5.186148747137189763e-02 5.734145366488262868e-02 6.332286907504054707e-02 6.980662832119606531e-02 7.679593943230350606e-02 8.429657047026185845e-02 9.231697667463109602e-02 1.008682396343823229e-01 1.099637080310108400e-01 1.196181614025196155e-01 1.298462093108202486e-01 1.406594661203791896e-01 1.520617757037284468e-01 1.640413650833429660e-01 1.765582585688357520e-01 1.895246316659664476e-01 2.027752919605569082e-01 2.160259522551475353e-01 2.288203572592392432e-01 2.404774102795372015e-01 2.500712655414869534e-01 2.565109049975944910e-01 2.588046893883134691e-01
