-4.995862039614873407e-01 -2.495862039614873684e-01 -1.362614549109013307e-01 -6.963770965797097534e-02 -2.370132467440453153e-02 1.055023132143006852e-02 3.674722402540091942e-02 5.646703906098379799e-02 7.037052675694721593e-02 7.868530520367873760e-02 8.145689801925592999e-02
-2.495862039614873129e-01 -1.812485784867803873e-01 -1.129109530120735033e-01 -5.929402952328902132e-02 -1.785891018053860357e-02 1.457751296736193962e-02 3.998581285959491166e-02 5.937520273079351790e-02 7.316488138156315713e-02 8.145689801925592999e-02 8.422849083483312238e-02
-1.362614549109013307e-01 -1.129109530120735033e-01 -7.483974912732324625e-02 -3.676854524257300999e-02 -3.017799491822785452e-03 2.563291786896137320e-02 4.924331171482327490e-02 6.788307762103221177e-02 8.145689801925599938e-02 8.974891465694874448e-02 9.254326928156468568e-02
-6.963770965797093371e-02 -5.929402952328899357e-02 -3.676854524257297530e-02 -9.922602827856938368e-03 1.692333958685910550e-02 4.172864628548305505e-02 6.347143850970461687e-02 8.145689801925605489e-02 9.503071841747982862e-02 1.035385933077184323e-01 1.064467569775281730e-01
-2.370132467440447602e-02 -1.785891018053855153e-02 -3.017799491822741216e-03 1.692333958685913325e-02 3.890511438163312546e-02 6.088688917640711767e-02 8.145689801925612428e-02 9.944235752880752066e-02 1.136704843236887863e-01 1.229279831789170802e-01 1.261665720131111001e-01
1.055023132143013270e-02 1.457751296736200380e-02 2.563291786896143912e-02 4.172864628548311056e-02 6.088688917640715237e-02 8.145689801925616591e-02 1.020269068621051795e-01 1.211851497530291449e-01 1.372808781695507296e-01 1.483362830711500990e-01 1.523635647170820395e-01
3.674722402540098881e-02 3.998581285959498799e-02 4.924331171482336511e-02 6.347143850970470014e-02 8.145689801925620754e-02 1.020269068621052211e-01 1.240086816568791855e-01 1.459904564516531500e-01 1.659315955303349299e-01 1.807727062190506717e-01 1.866151207129166378e-01
5.646703906098386738e-02 5.937520273079362199e-02 6.788307762103229503e-02 8.145689801925612428e-02 9.944235752880764556e-02 1.211851497530292560e-01 1.459904564516531777e-01 1.728363988663692563e-01 1.996823412810852516e-01 2.222078255618012421e-01 2.325515056964832794e-01
7.037052675694734083e-02 7.316488138156328203e-02 8.145689801925606877e-02 9.503071841747993964e-02 1.136704843236889390e-01 1.372808781695508962e-01 1.659315955303350687e-01 1.996823412810853349e-01 2.377535451658356336e-01 2.758247490505859045e-01 2.991752509494137180e-01
7.868530520367891801e-02 8.145689801925611040e-02 8.974891465694891102e-02 1.035385933077186127e-01 1.229279831789172744e-01 1.483362830711502933e-01 1.807727062190508938e-01 2.222078255618014364e-01 2.758247490505860711e-01 3.441623745252929689e-01 4.124999999999999778e-01
8.145689801925612428e-02 8.422849083483331667e-02 9.254326928156483834e-02 1.064467569775283118e-01 1.261665720131112389e-01 1.523635647170821228e-01 1.866151207129167766e-01 2.325515056964833349e-01 2.991752509494138845e-01 4.124999999999999778e-01 6.624999999999999778e-01
