-8.125930262451424024e-01 -5.625930262451424024e-01 -4.492128888238025586e-01 -3.823122017171027287e-01 -3.356011830701698395e-01 -2.996952076964141121e-01 -2.704870678568816467e-01 -2.458504160990299670e-01 -2.245414470392814166e-01 -2.057675858262947299e-01 -1.889918689873039681e-01 -1.738335007705423541e-01 -1.600127137168392000e-01 -1.473180927903094684e-01 -1.355861730397671383e-01 -1.246881512340077408e-01 -1.145209228478686753e-01 -1.050008551889999447e-01 -9.605935027245871005e-02 -8.763961248716639618e-02 -7.969424774349444240e-02 -7.218344912874509467e-02 -6.507360432473731360e-02 -5.833621155821185067e-02 -5.194702473406211801e-02 -4.588537116361718349e-02 -4.013360089168928335e-02 -3.467663749522895134e-02 -2.950160792651971078e-02 -2.459753451052528947e-02 -1.995507624247314787e-02 -1.556630951281436775e-02 -1.142454061530855970e-02 -7.524144079431877713e-03 -3.860422157054445476e-03 -4.294817890708566184e-04 2.771873845405637641e-03 5.746241482960372238e-03 8.495703433028002627e-03 1.102190415033776211e-02 1.332611882294633052e-02 1.540931482489030224e-02 1.727220667988713099e-02 1.891530501958779351e-02 2.033895988973709670e-02 2.154339865482983105e-02 2.252875867212819280e-02 2.329511484563233717e-02 2.384250212667226795e-02 2.417093299743390544e-02 2.428040995435444896e-02
-5.625930262451424024e-01 -4.942830949558124076e-01 -4.259731636664825793e-01 -3.722173674872191751e-01 -3.301986614335812864e-01 -2.963462899293025088e-01 -2.682013238160411706e-01 -2.441865747499783468e-01 -2.232738931159005680e-01 -2.047685136392968508e-01 -1.881831946761894081e-01 -1.731647101890131657e-01 -1.594496306532524887e-01 -1.468367422023157676e-01 -1.351692240673756373e-01 -1.243227545241975818e-01 -1.141973424842334939e-01 -1.047115738178362315e-01 -9.579846670683425658e-02 -8.740242596635619532e-02 -7.947696467903314632e-02 -7.198297222337429746e-02 -6.488737830599616840e-02 -5.816210858702398206e-02 -5.178325810720969813e-02 -4.573042951435869058e-02 -3.998619745395549235e-02 -3.453567058135340040e-02 -2.936612985016229596e-02 -2.446672693655416175e-02 -1.982823047327645846e-02 -1.544281059673788953e-02 -1.130385443449399147e-02 -7.405806772682255873e-03 -3.744031379857523569e-03 -3.146894223173098072e-04 2.885367843866517689e-03 5.858694326703922824e-03 8.607334049406938081e-03 1.113289717268835591e-02 1.343662815827863059e-02 1.551946689836387373e-02 1.738210343753521236e-02 1.902502675436347490e-02 2.044856794226537766e-02 2.165293802872701387e-02 2.263826059402530150e-02 2.340459929186444396e-02 2.395198033181140940e-02 2.428040995435445243e-02 2.438988691127499248e-02
-4.492128888238028361e-01 -4.259731636664826349e-01 -3.881793033990962316e-01 -3.503854431317097728e-01 -3.166298052476337332e-01 -2.872899667711735217e-01 -2.617853627280018469e-01 -2.394206659689419037e-01 -2.195990370350455467e-01 -2.018493809388027249e-01 -1.858076858891433147e-01 -1.711925146560680788e-01 -1.577843565048421548e-01 -1.454100212983256146e-01 -1.339312265032221450e-01 -1.232363003111733579e-01 -1.132341187470315425e-01 -1.038496308912773003e-01 -9.502051677068593105e-02 -8.669465999239105158e-02 -7.882821278290778888e-02 -7.138409677972276657e-02 -6.433082808884912906e-02 -5.764158637667821800e-02 -5.129346959339406431e-02 -4.526689133265242998e-02 -3.954508882842056733e-02 -3.411371752606686542e-02 -2.896051395622191785e-02 -2.407501291225259965e-02 -1.944830811734063816e-02 -1.507284796636675431e-02 -1.094225975324726423e-02 -7.051197196945624239e-03 -3.395207167376089463e-03 2.938763579262738618e-05 3.225592625673820695e-03 6.195833930581865455e-03 8.942041265207471834e-03 1.146572233273009805e-02 1.376802973911598477e-02 1.584982117275136881e-02 1.771171341752638545e-02 1.935413061806552301e-02 2.077734709623395640e-02 2.198152492378756609e-02 2.296674638338154495e-02 2.373304139598873125e-02 2.428040995435446631e-02 2.460883957689752322e-02 2.471831778203666466e-02
-3.823122017171027842e-01 -3.722173674872192306e-01 -3.503854431317098839e-01 -3.245152963928902290e-01 -2.986451496540704631e-01 -2.743984091797566083e-01 -2.522294943558510694e-01 -2.321116893627419298e-01 -2.138522081165375732e-01 -1.972222871917251319e-01 -1.820056532855131026e-01 -1.680133060412737078e-01 -1.550852594117224925e-01 -1.430877599829223357e-01 -1.319093603360141920e-01 -1.214571014702419405e-01 -1.116532013014421287e-01 -1.024323142295553574e-01 -9.373930949224115738e-02 -8.552748444961418006e-02 -7.775712968048424656e-02 -7.039437402375993413e-02 -6.341025089299935635e-02 -5.677993923744568266e-02 -5.048214255703589032e-02 -4.449857739443638383e-02 -3.881354900100744687e-02 -3.341359673827155180e-02 -2.828719553640590689e-02 -2.342450263889366349e-02 -1.881714111746674370e-02 -1.445801339814122184e-02 -1.034113941518268083e-02 -6.461515094476897800e-03 -2.814987728493840470e-03 6.018545071900904646e-04 3.791781092454273548e-03 6.757007504742252105e-03 9.499274748110997021e-03 1.201992115390857971e-02 1.431994729270382599e-02 1.640007463599922263e-02 1.826079844175343414e-02 1.990243520413826142e-02 2.132516490081735536e-02 2.252906818680776649e-02 2.351415861972457749e-02 2.428040995435448712e-02 2.482777851272021177e-02 2.515622061684449212e-02 2.526570506307658157e-02
-3.356011830701697840e-01 -3.301986614335812309e-01 -3.166298052476337332e-01 -2.986451496540704076e-01 -2.790370877960008933e-01 -2.594290259379311570e-01 -2.406225161529038370e-01 -2.229443890096373115e-01 -2.064758188766373792e-01 -1.911819064260473489e-01 -1.769793340199100340e-01 -1.637697968117912128e-01 -1.514556151178515775e-01 -1.399463988856268770e-01 -1.291613533876703190e-01 -1.190295439323379723e-01 -1.094892707589396053e-01 -1.004871152332608708e-01 -9.197692251910909167e-02 -8.391883863334037574e-02 -7.627844746565512479e-02 -6.902601874183338093e-02 -6.213586222194264486e-02 -5.558577712306923824e-02 -4.935658400286736802e-02 -4.343172668704973344e-02 -3.779693304290131228e-02 -3.243992488960600190e-02 -2.735016881223649790e-02 -2.251866098944940373e-02 -1.793774031549144610e-02 -1.360092509354870333e-02 -9.502769414865346390e-03 -5.638736037285449997e-03 -2.005083159312467250e-03 1.401237029007301391e-03 4.582669732210931796e-03 7.541140247821874996e-03 1.027812906858567576e-02 1.279474024208939083e-02 1.509176364179153074e-02 1.716973163678827546e-02 1.902897050934986706e-02 2.066964685591672624e-02 2.209180911608940590e-02 2.329542430290156355e-02 2.428040995435451141e-02 2.504666128898441410e-02 2.559407352532741195e-02 2.592255931468363805e-02 2.603206123658074328e-02
-2.996952076964141676e-01 -2.963462899293026198e-01 -2.872899667711737992e-01 -2.743984091797566638e-01 -2.594290259379312680e-01 -2.436580906230635390e-01 -2.278871553081961154e-01 -2.125675316462663500e-01 -1.979247719543273110e-01 -1.840501856159167116e-01 -1.709599795562882218e-01 -1.586309320681296431e-01 -1.470210053622656998e-01 -1.360808670540631926e-01 -1.257601103967022627e-01 -1.160104501125001769e-01 -1.067872225687172688e-01 -9.804995342543938730e-02 -8.976242671759393499e-02 -8.189250009898318972e-02 -7.441180280696249594e-02 -6.729539125597580607e-02 -6.052140212986858309e-02 -5.407072303002129904e-02 -4.792668964431470030e-02 -4.207481230799389738e-02 -3.650253159394208080e-02 -3.119900096501462480e-02 -2.615489383348466521e-02 -2.136223219117599700e-02 -1.681423406150089547e-02 -1.250517724569680418e-02 -8.430277113444557477e-03 -4.585576480487078138e-03 -9.678459004778782989e-04 2.425507035940650986e-03 5.596520559560278114e-03 8.546754685748642055e-03 1.127736103632042547e-02 1.378914710407177537e-02 1.608263539558460117e-02 1.815811776001247102e-02 2.001570510294099769e-02 2.165537259408933934e-02 2.307700040472195416e-02 2.428040995435452529e-02 2.526539560580748356e-02 2.603175172190125286e-02 2.657929498492140122e-02 2.690788187998192221e-02 2.701742125387910157e-02
-2.704870678568817577e-01 -2.682013238160414481e-01 -2.617853627280023465e-01 -2.522294943558512359e-01 -2.406225161529039758e-01 -2.278871553081960322e-01 -2.147004828105502361e-01 -2.015138103129043290e-01 -1.886055516784887753e-01 -1.761340845270037980e-01 -1.641794665211964988e-01 -1.527729465421731048e-01 -1.419166072090183861e-01 -1.315959535716580697e-01 -1.217877710325751955e-01 -1.124649235522431207e-01 -1.035992159779896837e-01 -9.516304918218568276e-02 -8.713033082684398800e-02 -7.947693223803586893e-02 -7.218087240723590481e-02 -6.522234134523874349e-02 -5.858363201153460320e-02 -5.224902322283257045e-02 -4.620463923637625064e-02 -4.043830130666909578e-02 -3.493938005985845752e-02 -2.969865354302579988e-02 -2.470817336551154458e-02 -1.996113988026906871e-02 -1.545178649363934502e-02 -1.117527271429304657e-02 -7.127585312728997730e-03 -3.305446870740434695e-03 2.937690019473809897e-04 3.672116455672905233e-03 6.831150784340888488e-03 9.771996899291984437e-03 1.249541328687563645e-02 1.500185174229268226e-02 1.729151307646263278e-02 1.936439890473599934e-02 2.122035954831229601e-02 2.285913801277768970e-02 2.428040995435454610e-02 2.548381950398712070e-02 2.646901079261967243e-02 2.723565500789168828e-02 2.778347281247504214e-02 2.811225196644357577e-02 2.822186001897186020e-02
-2.458504160990301057e-01 -2.441865747499786243e-01 -2.394206659689423755e-01 -2.321116893627422073e-01 -2.229443890096375058e-01 -2.125675316462663222e-01 -2.015138103129043290e-01 -1.901816751163117325e-01 -1.788495399197193303e-01 -1.677011342924130122e-01 -1.568508554593207316e-01 -1.463647803703475581e-01 -1.362765233599769477e-01 -1.265985689909757128e-01 -1.173300966096973430e-01 -1.084622570859074819e-01 -9.998166860881273210e-02 -9.187269649846944997e-02 -8.411891516956035431e-02 -7.670402561908040706e-02 -6.961241323870651088e-02 -6.282946970620854887e-02 -5.634176134819841864e-02 -5.013709861339810114e-02 -4.420454277168864993e-02 -3.853437362244782616e-02 -3.311803379579691259e-02 -2.794805978171856914e-02 -2.301800620526662372e-02 -1.832236747074943509e-02 -1.385649931849438840e-02 -9.616541805107028940e-03 -5.599344552437951310e-03 -1.802394691693051708e-03 1.776252323334936165e-03 5.138039000462704155e-03 8.283969222838393973e-03 1.121466884020277770e-02 1.393044346959744495e-02 1.643133350176069832e-02 1.871716626323724833e-02 2.078760523415661837e-02 2.264219617279449731e-02 2.428040995435454263e-02 2.570168189593141639e-02 2.690544731461974939e-02 2.789117305279235556e-02 2.865838470457078915e-02 2.920668929064349634e-02 2.953579315434551669e-02 2.964551488912119809e-02
-2.245414470392815276e-01 -2.232738931159007623e-01 -2.195990370350460186e-01 -2.138522081165377953e-01 -2.064758188766376013e-01 -1.979247719543273387e-01 -1.886055516784885255e-01 -1.788495399197191360e-01 -1.689097985916636901e-01 -1.589700572636082998e-01 -1.491580406533256908e-01 -1.395587961199196425e-01 -1.302261368695662447e-01 -1.211917024225706435e-01 -1.124717893293310789e-01 -1.040723395728767736e-01 -9.599250487288425726e-02 -8.822715303331901682e-02 -8.076860773384748893e-02 -7.360784183001886638e-02 -6.673528522230111337e-02 -6.014136289269036983e-02 -5.381684506165244908e-02 -4.775306711087282108e-02 -4.194205961453238707e-02 -3.637661661563662552e-02 -3.105032171916272121e-02 -2.595754558278493690e-02 -2.109342420308697383e-02 -1.645382447896766645e-02 -1.203530150448174282e-02 -7.835050635202732081e-03 -3.850856400222722308e-03 -8.103966692875284590e-05 3.475595982622716861e-03 6.819818000004580598e-03 9.952018266347196010e-03 1.287226576908327702e-02 1.558035824955067081e-02 1.807587253191541427e-02 2.035821324056905426e-02 2.242665959585870769e-02 2.428040995435455651e-02 2.591862373591460877e-02 2.734046036039679967e-02 2.854511480576810145e-02 2.953184939935922168e-02 3.030002146695561990e-02 3.084910649118265125e-02 3.117871647117378270e-02 3.128861322882186408e-02
-2.057675858262948132e-01 -2.047685136392969618e-01 -2.018493809388029470e-01 -1.972222871917253262e-01 -1.911819064260474321e-01 -1.840501856159166560e-01 -1.761340845270035760e-01 -1.677011342924129289e-01 -1.589700572636082998e-01 -1.501112555170311114e-01 -1.412524537704539229e-01 -1.324862265864392430e-01 -1.238775255757978144e-01 -1.154703145004096349e-01 -1.072930187121793610e-01 -9.936280700338423477e-02 -9.168885827652865916e-02 -8.427480302807487111e-02 -7.712052090249167657e-02 -7.022344874484656718e-02 -6.357952292778865089e-02 -5.718385158059930556e-02 -5.103118889484814513e-02 -4.511626515390834008e-02 -3.943401195993140318e-02 -3.397971150640364396e-02 -2.874909088243237515e-02 -2.373837662717151811e-02 -1.894432054532868906e-02 -1.436420473755249845e-02 -9.995831585262172220e-03 -5.837502830999427746e-03 -1.887990746321453837e-03 1.853496441578052602e-03 5.387353274080102471e-03 8.713618750585712738e-03 1.183202007346254372e-02 1.474201772023243061e-02 1.744285122760654005e-02 1.993358513578120592e-02 2.221315457126485718e-02 2.428040995435457733e-02 2.613416031285044350e-02 2.777321467455251200e-02 2.919642100397311021e-02 3.040270214869663160e-02 3.139108827192080980e-02 3.216074527270983835e-02 3.271099873595768176e-02 3.304135301034513694e-02 3.315150508381870670e-02
