  -3.0218155e-13   2.8935185e-01   5.3314224e-01   6.6100697e-01   7.3542220e-01   7.8805000e-01   8.2891717e-01   8.6235808e-01   8.9066031e-01   9.1518953e-01   9.3682876e-01   9.5618204e-01   9.7368051e-01   9.8964234e-01   1.0043087e+00   1.0178666e+00   1.0304635e+00   1.0422178e+00   1.0532255e+00   1.0635654e+00   1.0733030e+00   1.0824927e+00   1.0911805e+00   1.0994050e+00   1.1071990e+00   1.1145907e+00   1.1216037e+00   1.1282584e+00   1.1345723e+00   1.1405602e+00   1.1462347e+00   1.1516066e+00   1.1566851e+00   1.1614779e+00   1.1659914e+00   1.1702312e+00   1.1742016e+00   1.1779064e+00   1.1813486e+00   1.1845305e+00   1.1874541e+00   1.1901208e+00   1.1925317e+00   1.1946877e+00   1.1965894e+00   1.1982370e+00   1.1996310e+00   1.2007714e+00   1.2016584e+00   1.2022919e+00   1.2026720e+00   1.2027591e+00   1.2027670e+00
   2.8935185e-01   3.5625212e-01   5.4022785e-01   6.6267727e-01   7.3610305e-01   7.8841752e-01   8.2914924e-01   8.6251866e-01   8.9077822e-01   9.1527984e-01   9.3690019e-01   9.5624000e-01   9.7372853e-01   9.8968282e-01   1.0043434e+00   1.0178966e+00   1.0304898e+00   1.0422411e+00   1.0532463e+00   1.0635843e+00   1.0733201e+00   1.0825084e+00   1.0911950e+00   1.0994184e+00   1.1072116e+00   1.1146025e+00   1.1216149e+00   1.1282691e+00   1.1345825e+00   1.1405700e+00   1.1462441e+00   1.1516158e+00   1.1566940e+00   1.1614866e+00   1.1660000e+00   1.1702396e+00   1.1742099e+00   1.1779146e+00   1.1813567e+00   1.1845386e+00   1.1874621e+00   1.1901288e+00   1.1925397e+00   1.1946957e+00   1.1965973e+00   1.1982450e+00   1.1996389e+00   1.2007793e+00   1.2016663e+00   1.2022998e+00   1.2026799e+00   1.2027670e+00   1.2027750e+00
   5.3314224e-01   5.4022785e-01   5.9713519e-01   6.7990949e-01   7.4341817e-01   7.9241437e-01   8.3168553e-01   8.6427765e-01   8.9207130e-01   9.1627103e-01   9.3768459e-01   9.5687668e-01   9.7425613e-01   9.9012769e-01   1.0047241e+00   1.0182267e+00   1.0307793e+00   1.0424976e+00   1.0534758e+00   1.0637912e+00   1.0735084e+00   1.0826809e+00   1.0913542e+00   1.0995663e+00   1.1073499e+00   1.1147326e+00   1.1217380e+00   1.1283862e+00   1.1346946e+00   1.1406777e+00   1.1463481e+00   1.1517166e+00   1.1567922e+00   1.1615826e+00   1.1660941e+00   1.1703322e+00   1.1743012e+00   1.1780049e+00   1.1814462e+00   1.1846274e+00   1.1875504e+00   1.1902167e+00   1.1926274e+00   1.1947831e+00   1.1966846e+00   1.1983322e+00   1.1997261e+00   1.2008665e+00   1.2017534e+00   1.2023869e+00   1.2027670e+00   1.2028541e+00   1.2028621e+00
   6.6100697e-01   6.6267727e-01   6.7990949e-01   7.2424016e-01   7.6857083e-01   8.0795301e-01   8.4205372e-01   8.7163466e-01   8.9754608e-01   9.2049891e-01   9.4104701e-01   9.5961540e-01   9.7653145e-01   9.9204994e-01   1.0063717e+00   1.0196568e+00   1.0320347e+00   1.0436109e+00   1.0544721e+00   1.0646907e+00   1.0743267e+00   1.0834311e+00   1.0920468e+00   1.1002101e+00   1.1079520e+00   1.1152992e+00   1.1222743e+00   1.1288966e+00   1.1351827e+00   1.1411470e+00   1.1468014e+00   1.1521562e+00   1.1572203e+00   1.1620010e+00   1.1665045e+00   1.1707358e+00   1.1746994e+00   1.1783986e+00   1.1818363e+00   1.1850148e+00   1.1879356e+00   1.1906003e+00   1.1930097e+00   1.1951646e+00   1.1970655e+00   1.1987127e+00   1.2001064e+00   1.2012466e+00   1.2021335e+00   1.2027670e+00   1.2031472e+00   1.2032343e+00   1.2032422e+00
   7.3542220e-01   7.3610305e-01   7.4341817e-01   7.6857083e-01   7.9867198e-01   8.2877313e-01   8.5694166e-01   8.8266119e-01   9.0597946e-01   9.2713152e-01   9.4638914e-01   9.6400647e-01   9.8020432e-01   9.9516896e-01   1.0090558e+00   1.0219942e+00   1.0340919e+00   1.0454390e+00   1.0561113e+00   1.0661725e+00   1.0756768e+00   1.0846702e+00   1.0931917e+00   1.1012751e+00   1.1089489e+00   1.1162379e+00   1.1231632e+00   1.1297430e+00   1.1359929e+00   1.1419261e+00   1.1475541e+00   1.1528866e+00   1.1579318e+00   1.1626966e+00   1.1671869e+00   1.1714073e+00   1.1753619e+00   1.1790539e+00   1.1824858e+00   1.1856597e+00   1.1885770e+00   1.1912390e+00   1.1936465e+00   1.1958001e+00   1.1977001e+00   1.1993467e+00   1.2007401e+00   1.2018802e+00   1.2027670e+00   1.2034005e+00   1.2037807e+00   1.2038678e+00   1.2038757e+00
   7.8805000e-01   7.8841752e-01   7.9241437e-01   8.0795301e-01   8.2877313e-01   8.5152586e-01   8.7427860e-01   8.9608900e-01   9.1657903e-01   9.3565857e-01   9.5337156e-01   9.6981702e-01   9.8511039e-01   9.9936577e-01   1.0126884e+00   1.0251722e+00   1.0368996e+00   1.0479420e+00   1.0583614e+00   1.0682113e+00   1.0775379e+00   1.0863809e+00   1.0947749e+00   1.1027496e+00   1.1103307e+00   1.1175403e+00   1.1243977e+00   1.1309194e+00   1.1371196e+00   1.1430104e+00   1.1486024e+00   1.1539043e+00   1.1589237e+00   1.1636669e+00   1.1681391e+00   1.1723446e+00   1.1762871e+00   1.1799692e+00   1.1833933e+00   1.1865611e+00   1.1894737e+00   1.1921323e+00   1.1945373e+00   1.1966891e+00   1.1985880e+00   1.2002340e+00   1.2016270e+00   1.2027670e+00   1.2036539e+00   1.2042874e+00   1.2046676e+00   1.2047547e+00   1.2047627e+00
   8.2891717e-01   8.2914924e-01   8.3168553e-01   8.4205372e-01   8.5694166e-01   8.7427860e-01   8.9255788e-01   9.1083716e-01   9.2858912e-01   9.4555215e-01   9.6162152e-01   9.7677966e-01   9.9105446e-01   1.0044953e+00   1.0171599e+00   1.0291068e+00   1.0403922e+00   1.0510680e+00   1.0611811e+00   1.0707734e+00   1.0798824e+00   1.0885407e+00   1.0967774e+00   1.1046177e+00   1.1120838e+00   1.1191950e+00   1.1259680e+00   1.1324173e+00   1.1385556e+00   1.1443937e+00   1.1499407e+00   1.1552045e+00   1.1601918e+00   1.1649081e+00   1.1693579e+00   1.1735451e+00   1.1774725e+00   1.1811426e+00   1.1845572e+00   1.1877175e+00   1.1906246e+00   1.1932791e+00   1.1956812e+00   1.1978312e+00   1.1997289e+00   1.2013742e+00   1.2027670e+00   1.2039070e+00   1.2047940e+00   1.2054277e+00   1.2058080e+00   1.2058952e+00   1.2059031e+00
   8.6235808e-01   8.6251866e-01   8.6427765e-01   8.7163466e-01   8.8266119e-01   8.9608900e-01   9.1083716e-01   9.2611264e-01   9.4138813e-01   9.5633939e-01   9.7078271e-01   9.8462565e-01   9.9783247e-01   1.0104012e+00   1.0223489e+00   1.0337028e+00   1.0444945e+00   1.0547566e+00   1.0645214e+00   1.0738190e+00   1.0826775e+00   1.0911223e+00   1.0991763e+00   1.1068601e+00   1.1141919e+00   1.1211878e+00   1.1278618e+00   1.1342263e+00   1.1402920e+00   1.1460680e+00   1.1515622e+00   1.1567813e+00   1.1617310e+00   1.1664157e+00   1.1708395e+00   1.1750052e+00   1.1789153e+00   1.1825715e+00   1.1859752e+00   1.1891273e+00   1.1920282e+00   1.1946782e+00   1.1970773e+00   1.1992254e+00   1.2011221e+00   1.2027670e+00   1.2041598e+00   1.2053001e+00   1.2061874e+00   1.2068214e+00   1.2072019e+00   1.2072891e+00   1.2072970e+00
   8.9066031e-01   8.9077822e-01   8.9207130e-01   8.9754608e-01   9.0597946e-01   9.1657903e-01   9.2858912e-01   9.4138813e-01   9.5451135e-01   9.6763458e-01   9.8054427e-01   9.9310775e-01   1.0052486e+00   1.0169280e+00   1.0281318e+00   1.0388611e+00   1.0491262e+00   1.0589427e+00   1.0683289e+00   1.0773038e+00   1.0858863e+00   1.0940945e+00   1.1019454e+00   1.1094545e+00   1.1166359e+00   1.1235024e+00   1.1300652e+00   1.1363341e+00   1.1423179e+00   1.1480240e+00   1.1534588e+00   1.1586276e+00   1.1635349e+00   1.1681844e+00   1.1725790e+00   1.1767209e+00   1.1806119e+00   1.1842529e+00   1.1876449e+00   1.1907881e+00   1.1936826e+00   1.1963282e+00   1.1987245e+00   1.2008710e+00   1.2027670e+00   1.2044120e+00   1.2058052e+00   1.2069461e+00   1.2078340e+00   1.2084686e+00   1.2088495e+00   1.2089368e+00   1.2089447e+00
   9.1518953e-01   9.1527984e-01   9.1627103e-01   9.2049891e-01   9.2713152e-01   9.3565857e-01   9.4555215e-01   9.5633939e-01   9.6763458e-01   9.7914331e-01   9.9065204e-01   1.0020125e+00   1.0131261e+00   1.0239305e+00   1.0343893e+00   1.0444835e+00   1.0542065e+00   1.0635592e+00   1.0725477e+00   1.0811809e+00   1.0894694e+00   1.0974241e+00   1.1050562e+00   1.1123765e+00   1.1193949e+00   1.1261208e+00   1.1325624e+00   1.1387271e+00   1.1446216e+00   1.1502514e+00   1.1556213e+00   1.1607353e+00   1.1655967e+00   1.1702081e+00   1.1745713e+00   1.1786877e+00   1.1825583e+00   1.1861835e+00   1.1895634e+00   1.1926977e+00   1.1955860e+00   1.1982275e+00   1.2006215e+00   1.2027670e+00   1.2046631e+00   1.2063087e+00   1.2077029e+00   1.2088449e+00   1.2097340e+00   1.2103695e+00   1.2107510e+00   1.2108384e+00   1.2108463e+00
