  -3.3266530e-14   2.8935185e-01   5.3314218e-01   6.6100384e-01   7.3540115e-01   7.8797636e-01   8.2872857e-01   8.6195659e-01   8.8990470e-01   9.1388778e-01   9.3473089e-01   9.5297351e-01   9.6897634e-01   9.8298234e-01   9.9515395e-01   1.0055975e+00   1.0143798e+00   1.0215403e+00   1.0271001e+00   1.0310689e+00   1.0334498e+00   1.0339954e+00   1.0340450e+00
   2.8935185e-01   3.5625213e-01   5.4022788e-01   6.6267460e-01   7.3608309e-01   7.8834583e-01   8.2896370e-01   8.6212158e-01   8.9002861e-01   9.1398591e-01   9.3481216e-01   9.5304350e-01   9.6903875e-01   9.8303966e-01   9.9520796e-01   1.0056494e+00   1.0144305e+00   1.0215903e+00   1.0271499e+00   1.0311185e+00   1.0334994e+00   1.0340450e+00   1.0340946e+00
   5.3314218e-01   5.4022788e-01   5.9713617e-01   6.7991187e-01   7.4341006e-01   7.9236406e-01   8.3153360e-01   8.6392906e-01   8.9138765e-01   9.1506297e-01   9.3570464e-01   9.5381248e-01   9.6972451e-01   9.8366977e-01   9.9580167e-01   1.0062202e+00   1.0149878e+00   1.0221405e+00   1.0276967e+00   1.0316643e+00   1.0340450e+00   1.0345906e+00   1.0346402e+00
   6.6100384e-01   6.6267460e-01   6.7991187e-01   7.2426176e-01   7.6861166e-01   8.0799323e-01   8.4204569e-01   8.7149499e-01   8.9714769e-01   9.1966327e-01   9.3953662e-01   9.5712678e-01   9.7268877e-01   9.8639967e-01   9.9837855e-01   1.0087015e+00   1.0174134e+00   1.0245371e+00   1.0300810e+00   1.0340450e+00   1.0364257e+00   1.0369715e+00   1.0370211e+00
   7.3540115e-01   7.3608309e-01   7.4341006e-01   7.6861166e-01   7.9878158e-01   8.2895150e-01   8.5716094e-01   8.8285753e-01   9.0604487e-01   9.2690578e-01   9.4565181e-01   9.6246927e-01   9.7750410e-01   9.9086158e-01   1.0026114e+00   1.0127939e+00   1.0214273e+00   1.0285136e+00   1.0340450e+00   1.0380090e+00   1.0403932e+00   1.0409401e+00   1.0409898e+00
   7.8797636e-01   7.8834583e-01   7.9236406e-01   8.0799323e-01   8.2895150e-01   8.5187027e-01   8.7478904e-01   8.9672931e-01   9.1726847e-01   9.3626316e-01   9.5369556e-01   9.6959439e-01   9.8399677e-01   9.9693122e-01   1.0084114e+00   1.0184354e+00   1.0269882e+00   1.0340450e+00   1.0395764e+00   1.0435528e+00   1.0459495e+00   1.0464996e+00   1.0465496e+00
   8.2872857e-01   8.2896370e-01   8.3153360e-01   8.4204569e-01   8.5716094e-01   8.7478904e-01   8.9339563e-01   9.1200221e-01   9.3003653e-01   9.4718284e-01   9.6327289e-01   9.7821596e-01   9.9195739e-01   1.0044551e+00   1.0156675e+00   1.0255482e+00   1.0340450e+00   1.0411018e+00   1.0466627e+00   1.0506765e+00   1.0531021e+00   1.0536595e+00   1.0537101e+00
   8.6195659e-01   8.6212158e-01   8.6392906e-01   8.7149499e-01   8.8285753e-01   8.9672931e-01   9.1200221e-01   9.2784740e-01   9.4369258e-01   9.5915880e-01   9.7399718e-01   9.8803917e-01   1.0011617e+00   1.0132643e+00   1.0242555e+00   1.0340450e+00   1.0425417e+00   1.0496545e+00   1.0552961e+00   1.0593884e+00   1.0618697e+00   1.0624405e+00   1.0624924e+00
   8.8990470e-01   8.9002861e-01   8.9138765e-01   8.9714769e-01   9.0604487e-01   9.1726847e-01   9.3003653e-01   9.4369258e-01   9.5772759e-01   9.7176260e-01   9.8551785e-01   9.9878186e-01   1.0113859e+00   1.0231851e+00   1.0340450e+00   1.0438345e+00   1.0524224e+00   1.0596786e+00   1.0654786e+00   1.0697114e+00   1.0722883e+00   1.0728820e+00   1.0729360e+00
   9.1388778e-01   9.1398591e-01   9.1506297e-01   9.1966327e-01   9.2690578e-01   9.3626316e-01   9.4718284e-01   9.5915880e-01   9.7176260e-01   9.8464617e-01   9.9752975e-01   1.0101845e+00   1.0224151e+00   1.0340450e+00   1.0449049e+00   1.0548256e+00   1.0636348e+00   1.0711587e+00   1.0772284e+00   1.0816903e+00   1.0844202e+00   1.0850503e+00   1.0851076e+00
