r,dp
2.121320343559642652e+01,7.450620574557498266e-01
2.193171219946130890e+01,7.505654188807600047e-01
2.267156809750926882e+01,7.560446436244933066e-01
2.343074902771996193e+01,7.614794194958841578e-01
2.420743687382040932e+01,7.668526726366550195e-01
2.500000000000000000e+01,7.721500309749793622e-01
2.580697580112788003e+01,7.773593456607859054e-01
2.662705391138869615e+01,7.824702724904589735e-01
2.745906043549196340e+01,7.874739113907519572e-01
2.830194339616981125e+01,7.923624998191083346e-01
1.600000000000000000e+01,6.980721033972736578e-01
1.603121954188139853e+01,6.983956837609088808e-01
1.612451549659709826e+01,6.993589074981110265e-01
1.627882059609970611e+01,7.009398249437004402e-01
1.649242250247064234e+01,7.031037554862030747e-01
1.676305461424021104e+01,7.058058036764253140e-01
1.708800749063506075e+01,7.089938102671528020e-01
1.746424919657297892e+01,7.126113576363296565e-01
1.788854381999831844e+01,7.166005213722581590e-01
1.835755975068581947e+01,7.209041679686136739e-01
1.886796226411320632e+01,7.254677080433712399e-01
1.941648783894759944e+01,7.302403030664985639e-01
2.000000000000000000e+01,7.351755825861955307e-01
2.061552812808830382e+01,7.402319595958268827e-01
2.126029162546929996e+01,7.453726403119109722e-01
2.193171219946130890e+01,7.505654188807600047e-01
2.262741699796952233e+01,7.557823341308858023e-01
2.334523505985750447e+01,7.609992493810115999e-01
2.408318915758459156e+01,7.661954006092124292e-01
2.483948469674844262e+01,7.713529446220557251e-01
2.561249694973139412e+01,7.764565278488211320e-01
2.640075756488817049e+01,7.814928880249483178e-01
2.720294101747088789e+01,7.864504950057260579e-01
2.801785145224380003e+01,7.913192328317244506e-01
2.884441020371191300e+01,7.960901225116696622e-01
1.700000000000000000e+01,7.075921710561424716e-01
1.702938636592640265e+01,7.078814524273062680e-01
1.711724276862369010e+01,7.087433953538653242e-01
1.726267650163206824e+01,7.101607120155872810e-01
1.746424919657297892e+01,7.121059110118818092e-01
1.772004514666934938e+01,7.145430728197031955e-01
1.802775637731994607e+01,7.174299770629569695e-01
1.838477631085023489e+01,7.207203297466731051e-01
1.878829422805593552e+01,7.243658732118234411e-01
1.923538406167134340e+01,7.283182232170675174e-01
1.972308292331602075e+01,7.325303463451823260e-01
2.024845673131658685e+01,7.369576519783459512e-01
2.080865204668481283e+01,7.415587185478131893e-01
2.140093455903269515e+01,7.462957019116897017e-01
2.202271554554523902e+01,7.511344867403174641e-01
2.267156809750926882e+01,7.560446436244933066e-01
2.334523505985750447e+01,7.609992493810115999e-01
2.404163056034261459e+01,7.659746191594547504e-01
2.475883680627989492e+01,7.709499889378980120e-01
2.549509756796392423e+01,7.759071773935344307e-01
2.624880949681337583e+01,7.808302477733012337e-01
2.701851217221259205e+01,7.857051835844602872e-01
2.780287754891568852e+01,7.905195866757726009e-01
2.860069929215018192e+01,7.952624024187500140e-01
2.941088233970548416e+01,7.999236739890984715e-01
1.800000000000000000e+01,7.165336759726836924e-01
1.802775637731994607e+01,7.167945595383081736e-01
1.811077027627483460e+01,7.175725094744566102e-01
1.824828759089465890e+01,7.188537167529014393e-01
1.843908891458577415e+01,7.206161037260335744e-01
1.868154169226940553e+01,7.228305995275486895e-01
1.897366596101027625e+01,7.254626954182986642e-01
1.931320791582796659e+01,7.284741110755822424e-01
1.969771560359220786e+01,7.318244185112949829e-01
2.012461179749810825e+01,7.354725053426507397e-01
2.059126028197400160e+01,7.393778021419445956e-01
2.109502310972898798e+01,7.435012399538897254e-01
2.163330765278393741e+01,7.478059377150217957e-01
2.220360331117451835e+01,7.522576427628011597e-01
2.280350850198275836e+01,7.568249611131758758e-01
2.343074902771996193e+01,7.614794194958841578e-01
2.408318915758459156e+01,7.661954006092123182e-01
2.475883680627989492e+01,7.709499889378980120e-01
2.545584412271571040e+01,7.757227585893904376e-01
2.617250465660480074e+01,7.804955282408828632e-01
2.690724809414741969e+01,7.852521022663888628e-01
2.765863337187866122e+01,7.899780118638192183e-01
2.842534080710379030e+01,7.946602656941537113e-01
2.920616373302046753e+01,7.992871161784046441e-01
3.000000000000000000e+01,8.038478450807662323e-01
1.900000000000000000e+01,7.249534137579759507e-01
1.902629759044044633e+01,7.251906002787861238e-01
1.910497317454279909e+01,7.258983662527513925e-01
1.923538406167134340e+01,7.270655417955282918e-01
1.941648783894759944e+01,7.286741876118021377e-01
1.964688270438849926e+01,7.307005261461594348e-01
1.992485884517127559e+01,7.331160940071067555e-01
2.024845673131658685e+01,7.358890006260621064e-01
2.061552812808830382e+01,7.389851844151236193e-01
2.102379604162863913e+01,7.423695775002958630e-01
2.147091055358388800e+01,7.460071169260553692e-01
2.195449840010014952e+01,7.498635679802464482e-01
2.247220505424423109e+01,7.539061495955831083e-01
2.302172886644267535e+01,7.581039703113171546e-01
2.360084744241189370e+01,7.624282954537008328e-01
2.420743687382040932e+01,7.668526726366550195e-01
2.483948469674844262e+01,7.713529446220557251e-01
2.549509756796392423e+01,7.759071773935344307e-01
2.617250465660480074e+01,7.804955282408828632e-01
2.687005768508880621e+01,7.851000747142176106e-01
2.758622844826744469e+01,7.897046211875523580e-01
2.831960451701259274e+01,7.942944959102739011e-01
2.906888370749726747e+01,7.988563480586184928e-01
2.983286778035259701e+01,8.033779515199488408e-01
3.061045573002793319e+01,8.078480199504461945e-01
2.000000000000000000e+01,7.328987785016477519e-01
2.002498439450078749e+01,7.331160615661090896e-01
2.009975124224177989e+01,7.337648134622345442e-01
2.022374841615668473e+01,7.348358965646580865e-01
2.039607805437113797e+01,7.363145787794872499e-01
2.061552812808830382e+01,7.381812234381799342e-01
2.088061301782110135e+01,7.404121538379065948e-01
2.118962010041709121e+01,7.429806130064360303e-01
2.154065922853801496e+01,7.458577410228413029e-01
2.193171219946130890e+01,7.490135033173537238e-01
2.236067977499789805e+01,7.524175200817346809e-01
2.282542442102665348e+01,7.560397654454573679e-01
2.332380757938120297e+01,7.598511223757471456e-01
2.385372088375312671e+01,7.638237934331836287e-01
2.441311123146740414e+01,7.679315777536551701e-01
2.500000000000000000e+01,7.721500309749793622e-01
2.561249694973139412e+01,7.764565278488211320e-01
2.624880949681337583e+01,7.808302477733012337e-01
2.690724809414741969e+01,7.852521022663889738e-01
2.758622844826744469e+01,7.897046211875523580e-01
2.828427124746190202e+01,7.941718118593290576e-01
2.900000000000000000e+01,7.986390025311057572e-01
2.973213749463701205e+01,8.030926791100972961e-01
3.047950130825634218e+01,8.075203218923259207e-01
3.124099870362661591e+01,8.119102472119171798e-01
2.100000000000000000e+01,7.404095771163970996e-01
2.102379604162863913e+01,7.406100540217679384e-01
2.109502310972898798e+01,7.412089294654194971e-01
2.121320343559642652e+01,7.421986522213823712e-01
2.137755832643194864e+01,7.435670075033089521e-01
2.158703314492290204e+01,7.452976349891666796e-01
2.184032966784155505e+01,7.473706848999037700e-01
2.213594362117865444e+01,7.497635565389340062e-01
2.247220505424423109e+01,7.524516633524520604e-01
2.284731931759172596e+01,7.554091746645430483e-01
2.325940669922601600e+01,7.586096946380722628e-01
2.370653918225939449e+01,7.620268513441014191e-01
2.418677324489564739e+01,7.656347810287643663e-01
2.469817807045693669e+01,7.694085032920149336e-01
2.523885892824792521e+01,7.733241911527569679e-01
2.580697580112788003e+01,7.773593456607859054e-01
2.640075756488817049e+01,7.814928880249483178e-01
2.701851217221259205e+01,7.857051835844603982e-01
2.765863337187866122e+01,7.899780118638192183e-01
2.831960451701259274e+01,7.942944959102740121e-01
2.900000000000000000e+01,7.986390025311057572e-01
2.969848480983499428e+01,8.029970232447225520e-01
3.041381265149109936e+01,8.073550439583393468e-01
3.114482300479487265e+01,8.117004097273401442e-01
3.189043743820394994e+01,8.160211895146398664e-01
2.200000000000000000e+01,7.475194219204048807e-01
2.202271554554523902e+01,7.477056479391460675e-01
2.209072203437452231e+01,7.482621981562931346e-01
2.220360331117451835e+01,7.491827753521429489e-01
2.236067977499789805e+01,7.504571640231997298e-01
2.256102834535695578e+01,7.520716241152738402e-01
2.280350850198275836e+01,7.540093942336079103e-01
2.308679276123039159e+01,7.562512648969440532e-01
2.340939982143925135e+01,7.587761811834899950e-01
2.376972864800942631e+01,7.615618373502942573e-01
2.416609194718914466e+01,7.645852324619099027e-01
2.459674775249768786e+01,7.678231642641115684e-01
2.505992817228333536e+01,7.712526471031941888e-01
2.555386467836127551e+01,7.748512475533548827e-01
2.607680962081059661e+01,7.785973379045717513e-01
2.662705391138869615e+01,7.824702724904589735e-01
2.720294101747088789e+01,7.864504950057260579e-01
2.780287754891568852e+01,7.905195866757726009e-01
2.842534080710379030e+01,7.946602656941538223e-01
2.906888370749726747e+01,7.988563480586184928e-01
2.973213749463701205e+01,8.030926791100974071e-01
3.041381265149109936e+01,8.073550439583393468e-01
3.111269837220809009e+01,8.116300637511972838e-01
3.182766092567909766e+01,8.159050835440553318e-01
3.255764119219941222e+01,8.201680564358281300e-01
2.300000000000000000e+01,7.542568146869302881e-01
2.302172886644267535e+01,7.544309176581182053e-01
2.308679276123039159e+01,7.549514398684640248e-01
2.319482700948640286e+01,7.558130870076965602e-01
2.334523505985750447e+01,7.570072491220730670e-01
2.353720459187963954e+01,7.585223032151211520e-01
2.376972864800942631e+01,7.603440030223098667e-01
2.404163056034261459e+01,7.624559276317443013e-01
