r,dp
6.082762530298219339e+00,2.150645670531489362e+00
6.324555320336759046e+00,2.175739010290050679e+00
6.708203932499369415e+00,2.213348373828766924e+00
7.211102550927978250e+00,2.259148039527659968e+00
7.810249675906653977e+00,2.309451163989040712e+00
8.485281374238569541e+00,2.361552875093839265e+00
9.219544457292887074e+00,2.413654620306705301e+00
1.000000000000000000e+01,2.464650479629798330e+00
1.081665382639196871e+01,2.513913853745319393e+00
1.166190378969060149e+01,2.561129447672387371e+00
1.252996408614166768e+01,2.606175359175860073e+00
1.341640786499873883e+01,2.649044868966335287e+00
1.431782106327635340e+01,2.689796165407873918e+00
1.523154621172781731e+01,2.728522124769725110e+00
1.615549442140351033e+01,2.765330528546867228e+00
1.708800749063506075e+01,2.800332569041080077e+00
1.802775637731994607e+01,2.833638415312106584e+00
1.897366596101027625e+01,2.865350732644718956e+00
1.992485884517127559e+01,2.895565364710083855e+00
2.088061301782110135e+01,2.924368946001003167e+00
2.184032966784155505e+01,2.951839583993265403e+00
2.280350850198275836e+01,2.978047541307015322e+00
2.376972864800942631e+01,3.003054894626071114e+00
2.473863375370596174e+01,3.026916557939960395e+00
7.071067811865475505e+00,2.245444441034797123e+00
7.280109889280518054e+00,2.264117857904337949e+00
7.615773105863908654e+00,2.292882487781564560e+00
8.062257748298549132e+00,2.329035573247624225e+00
8.602325267042626677e+00,2.369999669925609176e+00
9.219544457292887074e+00,2.413654620306705301e+00
9.899494936611665352e+00,2.458415388361437692e+00
1.063014581273464998e+01,2.503176190524238454e+00
1.140175425099137918e+01,2.547208649002302927e+00
1.220655561573370207e+01,2.590060252057061696e+00
1.303840481040529831e+01,2.631470345832621405e+00
1.389244398944980396e+01,2.671306522808885475e+00
1.476482306023340030e+01,2.709520520069589544e+00
1.565247584249852864e+01,2.746116089502216973e+00
1.655294535724684835e+01,2.781128362416839028e+00
1.746424919657297892e+01,2.814610547399586160e+00
1.838477631085023489e+01,2.846625062214954482e+00
1.931320791582796659e+01,2.877236712192202006e+00
2.024845673131658685e+01,2.906509961579909262e+00
2.118962010041709121e+01,2.934506545981211634e+00
2.213594362117865444e+01,2.961284449111762029e+00
2.308679276123039159e+01,2.986896538477008978e+00
2.404163056034261459e+01,3.011390906452875438e+00
2.500000000000000000e+01,3.034811211366442940e+00
8.062257748298549132e+00,2.327985044752265864e+00
8.246211251235321171e+00,2.342405526619006029e+00
8.544003745317530374e+00,2.365028077929393291e+00
8.944271909999159220e+00,2.394112198079867859e+00
9.433981132056603158e+00,2.427857288050998985e+00
1.000000000000000000e+01,2.464650479629798330e+00
1.063014581273464998e+01,2.503176190524238454e+00
1.131370849898476116e+01,2.542430245103415309e+00
1.204159457879229578e+01,2.581684299682592165e+00
1.280624847486569706e+01,2.620432633937071376e+00
1.360147050873544394e+01,2.658338976424134970e+00
1.442220510185595650e+01,2.695190697447676254e+00
1.526433752247374720e+01,2.730863643640061511e+00
1.612451549659709826e+01,2.765293009672031843e+00
1.700000000000000000e+01,2.798456284218688861e+00
1.788854381999831844e+01,2.830356537006152085e+00
1.878829422805593552e+01,2.861014573955922735e+00
1.969771560359220786e+01,2.890460751248546956e+00
2.061552812808830382e+01,2.918731223436139111e+00
2.154065922853801496e+01,2.945863168312852665e+00
2.247220505424423109e+01,2.971894786914882403e+00
2.340939982143925135e+01,2.996862915955701645e+00
2.435159132377184221e+01,3.020801322422661972e+00
2.529822128134703618e+01,3.043742067899711135e+00
9.055385138137417300e+00,2.401022560879108703e+00
9.219544457292887074e+00,2.412491125890027455e+00
9.486832980505138124e+00,2.430712099237135160e+00
9.848857801796103928e+00,2.454527784875319085e+00
1.029563014098700080e+01,2.482666804568719243e+00
1.081665382639196871e+01,2.513913853745319393e+00
1.140175425099137918e+01,2.547208649002302927e+00
1.204159457879229578e+01,2.581684299682592165e+00
1.272792206135785520e+01,2.616665738903714455e+00
1.345362404707370985e+01,2.651646973476429192e+00
1.421267040355189515e+01,2.686262228479170400e+00
1.500000000000000000e+01,2.720254329078982014e+00
1.581138830084189628e+01,2.753449665209587227e+00
1.664331697709323876e+01,2.785736362407843281e+00
1.749285568453590045e+01,2.817046886699049235e+00
1.835755975068581947e+01,2.847344742450410582e+00
1.923538406167134340e+01,2.876615945354036086e+00
2.012461179749810825e+01,2.904861177571285147e+00
2.102379604162863913e+01,2.932090330441887271e+00
2.193171219946130890e+01,2.958320116919177067e+00
2.284731931759172596e+01,2.983569296440573115e+00
2.376972864800942631e+01,3.007859016008253228e+00
2.469817807045693669e+01,3.031210081543716850e+00
2.563201123595259290e+01,3.053642275726422994e+00
1.004987562112088995e+01,2.466483072017042311e+00
1.019803902718556898e+01,2.475824316824860816e+00
1.044030650891055068e+01,2.490801408253800808e+00
1.077032961426900748e+01,2.510620071723622004e+00
1.118033988749894903e+01,2.534368291603240397e+00
1.166190378969060149e+01,2.561129447672387371e+00
1.220655561573370207e+01,2.590060252057061696e+00
1.280624847486569706e+01,2.620432633937071376e+00
1.345362404707370985e+01,2.651646973476429192e+00
1.414213562373095101e+01,2.683227633666441569e+00
1.486606874731850603e+01,2.714808293856453503e+00
1.562049935181330795e+01,2.746114043018134776e+00
1.640121946685672683e+01,2.776944666792142691e+00
1.720465053408525335e+01,2.807156229131386294e+00
1.802775637731994607e+01,2.836649816638573629e+00
1.886796226411320632e+01,2.865359600742406698e+00
1.972308292331602075e+01,2.893243287438525435e+00
2.059126028197400160e+01,2.920277001079309542e+00
2.147091055358388800e+01,2.946449486002307605e+00
2.236067977499789805e+01,2.971756990320036707e+00
2.325940669922601600e+01,2.996203265919979319e+00
2.416609194718914466e+01,3.019793770093021745e+00
2.507987240796890660e+01,3.042537029856171138e+00
2.600000000000000000e+01,3.064442595468476416e+00
1.104536101718726115e+01,2.525761018311383665e+00
1.118033988749894903e+01,2.533521695246639727e+00
1.140175425099137918e+01,2.546049145229585253e+00
1.170469991071962568e+01,2.562782802162127727e+00
1.208304597359457233e+01,2.583056876556300452e+00
1.252996408614166768e+01,2.606175359175860073e+00
1.303840481040529831e+01,2.631470345832621405e+00
1.360147050873544394e+01,2.658338976424134970e+00
1.421267040355189515e+01,2.686262228479170400e+00
1.486606874731850603e+01,2.714808293856453503e+00
1.555634918610404505e+01,2.743628929181387566e+00
1.627882059609970611e+01,2.772449564506321185e+00
1.702938636592640265e+01,2.801058388728782322e+00
1.780449381476485726e+01,2.829294070686982465e+00
1.860107523773827509e+01,2.857037232142813910e+00
1.941648783894759944e+01,2.884200215361435671e+00
2.024845673131658685e+01,2.910720602578351635e+00
2.109502310972898798e+01,2.936554735466479826e+00
2.195449840010014952e+01,2.961672940006636612e+00
2.282542442102665348e+01,2.986056115680722378e+00
2.370653918225939449e+01,3.009692324664925867e+00
2.459674775249768786e+01,3.032575427507003152e+00
2.549509756796392423e+01,3.054702013400149241e+00
2.640075756488817049e+01,3.076071400183006066e+00
1.204159457879229578e+01,2.579895843135380673e+00
1.216552506059643868e+01,2.586452266512662135e+00
1.236931687685298087e+01,2.597090641147703938e+00
1.264911064067351809e+01,2.611405149247071567e+00
1.300000000000000000e+01,2.628900985067838203e+00
1.341640786499873883e+01,2.649044868966335287e+00
1.389244398944980396e+01,2.671306522808885475e+00
1.442220510185595650e+01,2.695190697447676254e+00
1.500000000000000000e+01,2.720254329078982014e+00
1.562049935181330795e+01,2.746114043018134776e+00
1.627882059609970611e+01,2.772449564506321185e+00
1.697056274847713908e+01,2.798997238177661995e+00
1.769180601295413169e+01,2.825544911849001917e+00
1.843908891458577415e+01,2.851924432744948668e+00
1.920937271229854559e+01,2.878004484803582841e+00
2.000000000000000000e+01,2.903683425982170885e+00
2.080865204668481283e+01,2.928884172046962497e+00
2.163330765278393741e+01,2.953548398201624181e+00
2.247220505424423109e+01,2.977631422877036194e+00
2.332380757938120297e+01,3.001101866650609296e+00
2.418677324489564739e+01,3.023935171713360681e+00
2.505992817228333536e+01,3.046113601869914866e+00
2.594224354214569317e+01,3.067624196054419272e+00
2.683281572999747766e+01,3.088457404007825868e+00
1.303840481040529831e+01,2.629681377664389696e+00
1.315294643796590535e+01,2.635301022953196792e+00
1.334166406412633421e+01,2.644455969493429315e+00
1.360147050873544394e+01,2.656846066286413066e+00
1.392838827718411920e+01,2.672097488906527651e+00
1.431782106327635340e+01,2.689796165407873918e+00
1.476482306023340030e+01,2.709520520069589544e+00
1.526433752247374720e+01,2.730863643640061511e+00
1.581138830084189628e+01,2.753449665209587227e+00
1.640121946685672683e+01,2.776944666792142691e+00
1.702938636592640265e+01,2.801058388728782322e+00
1.769180601295413169e+01,2.825544911849001917e+00
1.838477631085023489e+01,2.850199587744615126e+00
1.910497317454279909e+01,2.874854263640228780e+00
1.984943324127920761e+01,2.899372507263717758e+00
2.061552812808830382e+01,2.923645172797382674e+00
2.140093455903269515e+01,2.947584943587064021e+00
2.220360331117451835e+01,2.971122239173977331e+00
2.302172886644267535e+01,2.994203168810634974e+00
2.385372088375312671e+01,3.016784415250636453e+00
2.469817807045693669e+01,3.038832211506631520e+00
2.555386467836127551e+01,3.060319612204875472e+00
2.641968962724581260e+01,3.081224447101146957e+00
2.729468812791236232e+01,3.101528980000071822e+00
1.403566884761819900e+01,2.675736137604086462e+00
1.414213562373095101e+01,2.680613932413216549e+00
1.431782106327635340e+01,2.688586352234810128e+00
1.456021977856103611e+01,2.699425896255100099e+00
1.486606874731850603e+01,2.712846056702623798e+00
1.523154621172781731e+01,2.728522124769725110e+00
1.565247584249852864e+01,2.746116089502216973e+00
1.612451549659709826e+01,2.765293009672031843e+00
1.664331697709323876e+01,2.785736362407843281e+00
1.720465053408525335e+01,2.807156229131386294e+00
1.780449381476485726e+01,2.829294070686982465e+00
1.843908891458577415e+01,2.851924432744948668e+00
1.910497317454279909e+01,2.874854263640228780e+00
1.979898987322333070e+01,2.897920526807633568e+00
2.051828452868319275e+01,2.920986789975037023e+00
2.126029162546929996e+01,2.943939814356577589e+00
2.202271554554523902e+01,2.966687508168571519e+00
2.280350850198275836e+01,2.989153128257946879e+00
2.360084744241189370e+01,3.011274597940889031e+00
2.441311123146740414e+01,3.033000755115351499e+00
2.523885892824792521e+01,3.054290329019014205e+00
2.607680962081059661e+01,3.075107847261127070e+00
2.692582403567251959e+01,3.095424659064542450e+00
2.778488797889960793e+01,3.115215524458918583e+00
1.503329637837290811e+01,2.718550631080828062e+00
1.513274595042155646e+01,2.722832557941454290e+00
1.529705854077835525e+01,2.729849269696815739e+00
1.552417469626002422e+01,2.739425791957912359e+00
1.581138830084189628e+01,2.751338375798461300e+00
1.615549442140351033e+01,2.765330528546867228e+00
1.655294535724684835e+01,2.781128362416839028e+00
1.700000000000000000e+01,2.798456284218688861e+00
1.749285568453590045e+01,2.817046886699049235e+00
1.802775637731994607e+01,2.836649816638573629e+00
1.860107523773827509e+01,2.857037232142813910e+00
1.920937271229854559e+01,2.878004484803582841e+00
1.984943324127920761e+01,2.899372507263717758e+00
2.051828452868319275e+01,2.920986789975037023e+00
2.121320343559642652e+01,2.942713629310858892e+00
2.193171219946130890e+01,2.964440468646681204e+00
2.267156809750926882e+01,2.986071805392016110e+00
2.343074902771996193e+01,3.007527826667671267e+00
2.420743687382040932e+01,3.028740998498944847e+00
2.500000000000000000e+01,3.049654360412224818e+00
2.580697580112788003e+01,3.070219820031587332e+00
2.662705391138869615e+01,3.090397129836755408e+00
2.745906043549196340e+01,3.110150476356297045e+00
2.830194339616981125e+01,3.129449844490344468e+00
1.603121954188139853e+01,2.758519488441732115e+00
1.612451549659709826e+01,2.762316739655636955e+00
1.627882059609970611e+01,2.768552035572405590e+00
1.649242250247064234e+01,2.777089285000594820e+00
1.676305461424021104e+01,2.787751467067121514e+00
1.708800749063506075e+01,2.800332569041080077e+00
1.746424919657297892e+01,2.814610547399586160e+00
1.788854381999831844e+01,2.830356537006152085e+00
1.835755975068581947e+01,2.847344742450410582e+00
1.886796226411320632e+01,2.865359600742406698e+00
1.941648783894759944e+01,2.884200215361435671e+00
2.000000000000000000e+01,2.903683425982170885e+00
2.061552812808830382e+01,2.923645172797382674e+00
2.126029162546929996e+01,2.943939814356577589e+00
2.193171219946130890e+01,2.964440468646681204e+00
2.262741699796952233e+01,2.985036284446591637e+00
2.334523505985750447e+01,3.005631759165821482e+00
2.408318915758459156e+01,3.026145715602456931e+00
2.483948469674844262e+01,3.046506867894312798e+00
2.561249694973139412e+01,3.066655185841655307e+00
2.640075756488817049e+01,3.086538143019715186e+00
2.720294101747088789e+01,3.106109693536651672e+00
2.801785145224380003e+01,3.125330613114227329e+00
2.884441020371191300e+01,3.144165429361689856e+00
1.702938636592640265e+01,2.795964007687654629e+00
1.711724276862369010e+01,2.799362194505594204e+00
1.726267650163206824e+01,2.804953189017255433e+00
1.746424919657297892e+01,2.812627845404937599e+00
1.772004514666934938e+01,2.822245297347671489e+00
1.802775637731994607e+01,2.833638415312106584e+00
1.838477631085023489e+01,2.846625062214954482e+00
1.878829422805593552e+01,2.861014573955922735e+00
1.923538406167134340e+01,2.876615945354036086e+00
1.972308292331602075e+01,2.893243287438525435e+00
2.024845673131658685e+01,2.910720602578351635e+00
2.080865204668481283e+01,2.928884172046962497e+00
2.140093455903269515e+01,2.947584943587064021e+00
2.202271554554523902e+01,2.966687508168571519e+00
2.267156809750926882e+01,2.986071805392016110e+00
2.334523505985750447e+01,3.005631759165821482e+00
2.404163056034261459e+01,3.025273913383581981e+00
2.475883680627989492e+01,3.044916067601342036e+00
2.549509756796392423e+01,3.064486253795556170e+00
2.624880949681337583e+01,3.083921713121048125e+00
2.701851217221259205e+01,3.103167190507606144e+00
2.780287754891568852e+01,3.122173570337266391e+00
2.860069929215018192e+01,3.140897194282948668e+00
2.941088233970548416e+01,3.159299179147097458e+00
1.802775637731994607e+01,2.831147844184473961e+00
1.811077027627483460e+01,2.834215864903873783e+00
1.824828759089465890e+01,2.839269998424724051e+00
1.843908891458577415e+01,2.846223951334908353e+00
1.868154169226940553e+01,2.854962779445160859e+00
1.897366596101027625e+01,2.865350732644718956e+00
1.931320791582796659e+01,2.877236712192202006e+00
1.969771560359220786e+01,2.890460751248546956e+00
2.012461179749810825e+01,2.904861177571285147e+00
2.059126028197400160e+01,2.920277001079309542e+00
2.109502310972898798e+01,2.936554735466479826e+00
2.163330765278393741e+01,2.953548398201624181e+00
2.220360331117451835e+01,2.971122239173977331e+00
2.280350850198275836e+01,2.989153128257946879e+00
2.343074902771996193e+01,3.007527826667671267e+00
2.408318915758459156e+01,3.026145715602456931e+00
2.475883680627989492e+01,3.044916067601342036e+00
2.545584412271571040e+01,3.063758046543092028e+00
2.617250465660480074e+01,3.082600025484842021e+00
2.690724809414741969e+01,3.101378222339374435e+00
2.765863337187866122e+01,3.120035335552396205e+00
2.842534080710379030e+01,3.138519861941180267e+00
2.920616373302046753e+01,3.156785755613884525e+00
3.000000000000000000e+01,3.174790722566150691e+00
1.902629759044044633e+01,2.864291336051671522e+00
1.910497317454279909e+01,2.867082399258658931e+00
1.923538406167134340e+01,2.871687329523539667e+00
1.941648783894759944e+01,2.878035182064811348e+00
1.964688270438849926e+01,2.886031818614706701e+00
1.992485884517127559e+01,2.895565364710083855e+00
2.024845673131658685e+01,2.906509961579909262e+00
2.061552812808830382e+01,2.918731223436139111e+00
2.102379604162863913e+01,2.932090330441887271e+00
2.147091055358388800e+01,2.946449486002307605e+00
2.195449840010014952e+01,2.961672940006636612e+00
2.247220505424423109e+01,2.977631422877036194e+00
2.302172886644267535e+01,2.994203168810634974e+00
2.360084744241189370e+01,3.011274597940889031e+00
2.420743687382040932e+01,3.028740998498944847e+00
2.483948469674844262e+01,3.046506867894312798e+00
2.549509756796392423e+01,3.064486253795556170e+00
2.617250465660480074e+01,3.082600025484842021e+00
2.687005768508880621e+01,3.100777920342026484e+00
2.758622844826744469e+01,3.118955815199210502e+00
2.831960451701259274e+01,3.137075726340742499e+00
2.906888370749726747e+01,3.155085127341852758e+00
2.983286778035259701e+01,3.172935243665258032e+00
3.061045573002793319e+01,3.190582416983878566e+00
2.002498439450078749e+01,2.895576961453214970e+00
2.009975124224177989e+01,2.898135748716909266e+00
2.022374841615668473e+01,2.902362079426644481e+00
2.039607805437113797e+01,2.908196946624728607e+00
2.061552812808830382e+01,2.915563607158089710e+00
2.088061301782110135e+01,2.924368946001003167e+00
2.118962010041709121e+01,2.934506545981211634e+00
2.154065922853801496e+01,2.945863168312852665e+00
2.193171219946130890e+01,2.958320116919177067e+00
2.236067977499789805e+01,2.971756990320036707e+00
2.282542442102665348e+01,2.986056115680722378e+00
2.332380757938120297e+01,3.001101866650609296e+00
2.385372088375312671e+01,3.016784415250636453e+00
2.441311123146740414e+01,3.033000755115351499e+00
2.500000000000000000e+01,3.049654360412224818e+00
2.561249694973139412e+01,3.066655185841655307e+00
2.624880949681337583e+01,3.083921713121048125e+00
2.690724809414741969e+01,3.101378222339374435e+00
2.758622844826744469e+01,3.118955815199210502e+00
2.828427124746190202e+01,3.136591391774700366e+00
2.900000000000000000e+01,3.154226968350189786e+00
2.973213749463701205e+01,3.171808995258870389e+00
3.047950130825634218e+01,3.189288356882777453e+00
3.124099870362661591e+01,3.206619007330069326e+00
2.102379604162863913e+01,2.925159912098644455e+00
2.109502310972898798e+01,2.927522236890480301e+00
2.121320343559642652e+01,2.931427269599362173e+00
2.137755832643194864e+01,2.936827258930048590e+00
2.158703314492290204e+01,2.943657399553279763e+00
2.184032966784155505e+01,2.951839583993265403e+00
2.213594362117865444e+01,2.961284449111762029e+00
2.247220505424423109e+01,2.971894786914882403e+00
2.284731931759172596e+01,2.983569296440573115e+00
2.325940669922601600e+01,2.996203265919979319e+00
2.370653918225939449e+01,3.009692324664925867e+00
2.418677324489564739e+01,3.023935171713360681e+00
2.469817807045693669e+01,3.038832211506631520e+00
2.523885892824792521e+01,3.054290329019014205e+00
2.580697580112788003e+01,3.070219820031587332e+00
2.640075756488817049e+01,3.086538143019715186e+00
2.701851217221259205e+01,3.103167190507606144e+00
2.765863337187866122e+01,3.120035335552396205e+00
2.831960451701259274e+01,3.137075726340742499e+00
2.900000000000000000e+01,3.154226968350189786e+00
2.969848480983499428e+01,3.171431418945765746e+00
3.041381265149109936e+01,3.188635869541341705e+00
3.114482300479487265e+01,3.205790522357592653e+00
3.189043743820394994e+01,3.222847967179955031e+00
2.202271554554523902e+01,2.953169798646478661e+00
2.209072203437452231e+01,2.955365676066321612e+00
2.220360331117451835e+01,2.958998185311636497e+00
2.236067977499789805e+01,2.964027419942825148e+00
2.256102834535695578e+01,2.970399148131717570e+00
2.280350850198275836e+01,2.978047541307015322e+00
2.308679276123039159e+01,2.986896538477008978e+00
2.340939982143925135e+01,2.996862915955701645e+00
2.376972864800942631e+01,3.007859016008253228e+00
2.416609194718914466e+01,3.019793770093021745e+00
2.459674775249768786e+01,3.032575427507003152e+00
2.505992817228333536e+01,3.046113601869914866e+00
2.555386467836127551e+01,3.060319612204875472e+00
2.607680962081059661e+01,3.075107847261127070e+00
2.662705391138869615e+01,3.090397129836755408e+00
2.720294101747088789e+01,3.106109693536651672e+00
2.780287754891568852e+01,3.122173570337266391e+00
2.842534080710379030e+01,3.138519861941180267e+00
2.906888370749726747e+01,3.155085127341852758e+00
2.973213749463701205e+01,3.171808995258870389e+00
3.041381265149109936e+01,3.188635869541341705e+00
3.111269837220809009e+01,3.205512541603139365e+00
3.182766092567909766e+01,3.222389554745616724e+00
3.255764119219941222e+01,3.239218816592850825e+00
2.302172886644267535e+01,2.979718154479179759e+00
2.308679276123039159e+01,2.981771801255333809e+00
2.319482700948640286e+01,2.985172034557355136e+00
2.334523505985750447e+01,2.989885087397895269e+00
2.353720459187963954e+01,2.995864572804430193e+00
2.376972864800942631e+01,3.003054894626071114e+00
2.404163056034261459e+01,3.011390906452875438e+00
2.435159132377184221e+01,3.020801322422661972e+00
2.469817807045693669e+01,3.031210081543716850e+00
2.507987240796890660e+01,3.042537029856171138e+00
2.549509756796392423e+01,3.054702013400149241e+00
2.594224354214569317e+01,3.067624196054419272e+00
2.641968962724581260e+01,3.081224447101146957e+00
2.692582403567251959e+01,3.095424659064542450e+00
2.745906043549196340e+01,3.110150476356297045e+00
2.801785145224380003e+01,3.125330613114227329e+00
2.860069929215018192e+01,3.140897194282948668e+00
2.920616373302046753e+01,3.156785755613884525e+00
2.983286778035259701e+01,3.172935243665258032e+00
3.047950130825634218e+01,3.189288356882777453e+00
3.114482300479487265e+01,3.205790522357592653e+00
3.182766092567909766e+01,3.222389554745616724e+00
3.252691193458118590e+01,3.239035997348203910e+00
3.324154027718932269e+01,3.255682781031472128e+00
2.402082429892862692e+01,3.004899117864512803e+00
2.408318915758459156e+01,3.006831680999156209e+00
2.418677324489564739e+01,3.010033405345237334e+00
2.433105012119287736e+01,3.014475640125609868e+00
2.451530134426252516e+01,3.020119502142719181e+00
2.473863375370596174e+01,3.026916557939960395e+00
2.500000000000000000e+01,3.034811211366442940e+00
2.529822128134703618e+01,3.043742067899711135e+00
2.563201123595259290e+01,3.053642275726422994e+00
2.600000000000000000e+01,3.064442595468476416e+00
2.640075756488817049e+01,3.076071400183006066e+00
2.683281572999747766e+01,3.088457404007825868e+00
2.729468812791236232e+01,3.101528980000071822e+00
2.778488797889960793e+01,3.115215524458918583e+00
2.830194339616981125e+01,3.129449844490344468e+00
2.884441020371191300e+01,3.144165429361689856e+00
2.941088233970548416e+01,3.159299179147097458e+00
3.000000000000000000e+01,3.174790722566150691e+00
3.061045573002793319e+01,3.190582416983878566e+00
3.124099870362661591e+01,3.206619007330069326e+00
3.189043743820394994e+01,3.222847967179955031e+00
3.255764119219941222e+01,3.239218816592850825e+00
3.324154027718932269e+01,3.255682781031472128e+00
3.394112549695427816e+01,3.272192791361934194e+00
