   99.975  99.975  99.975  99.975  99.976  99.977  99.978  99.980  99.981  99.983  99.985  99.988  99.991  99.993  99.997       100.000 100.004 100.007 100.011 100.016 100.020 100.025 100.030 100.035 100.040 100.045 100.051 100.056 100.062 100.068    100.074 100.081 100.087 100.094 100.101 100.107 100.114 100.121 100.128 100.135 100.141 100.148 100.154 100.160 100.166     100.171 100.176 100.180 100.183 100.185 100.187 100.187 100.187
   99.978  99.978  99.978  99.979  99.979  99.980  99.982  99.983  99.985  99.987  99.989  99.991  99.994  99.997 100.000       100.003 100.007 100.011 100.015 100.019 100.024 100.028 100.033 100.038 100.043 100.049 100.055 100.060 100.066 100.073    100.079 100.086 100.092 100.099 100.106 100.113 100.121 100.128 100.135 100.142 100.150 100.157 100.164 100.171 100.177     100.183 100.188 100.193 100.196 100.199 100.201 100.201 100.201
   99.981  99.982  99.982  99.982  99.983  99.984  99.985  99.986  99.988  99.990  99.992  99.994  99.997 100.000 100.003       100.007 100.010 100.014 100.018 100.022 100.027 100.032 100.036 100.042 100.047 100.053 100.058 100.064 100.071 100.077    100.084 100.090 100.097 100.104 100.112 100.119 100.127 100.135 100.142 100.150 100.158 100.166 100.174 100.181 100.188     100.195 100.201 100.206 100.210 100.214 100.215 100.216 100.216
   99.984  99.984  99.985  99.985  99.986  99.987  99.988  99.989  99.991  99.993  99.995  99.997 100.000 100.003 100.006       100.009 100.013 100.017 100.021 100.025 100.030 100.035 100.040 100.045 100.050 100.056 100.062 100.068 100.074 100.081    100.088 100.095 100.102 100.109 100.117 100.125 100.133 100.141 100.150 100.158 100.167 100.175 100.184 100.192 100.200     100.208 100.215 100.221 100.226 100.229 100.232 100.232 100.232
   99.987  99.987  99.987  99.988  99.988  99.989  99.990  99.992  99.993  99.995  99.998 100.000 100.003 100.006 100.009       100.012 100.016 100.020 100.024 100.028 100.033 100.038 100.043 100.048 100.053 100.059 100.065 100.071 100.078 100.085    100.092 100.099 100.107 100.114 100.122 100.131 100.139 100.148 100.157 100.166 100.175 100.185 100.194 100.203 100.212     100.221 100.229 100.236 100.242 100.246 100.249 100.250 100.250
   99.990  99.990  99.990  99.990  99.991  99.992  99.993  99.994  99.996  99.998 100.000 100.002 100.005 100.008 100.011       100.015 100.018 100.022 100.026 100.031 100.035 100.040 100.045 100.051 100.056 100.062 100.068 100.075 100.081 100.088    100.096 100.103 100.111 100.119 100.127 100.136 100.145 100.154 100.164 100.174 100.184 100.194 100.205 100.215 100.225     100.235 100.244 100.253 100.260 100.265 100.269 100.269 100.269
   99.992  99.992  99.992  99.992  99.993  99.994  99.995  99.996  99.998 100.000 100.002 100.005 100.007 100.010 100.013       100.017 100.020 100.024 100.029 100.033 100.038 100.043 100.048 100.053 100.059 100.065 100.071 100.078 100.084 100.092    100.099 100.107 100.115 100.123 100.132 100.141 100.151 100.160 100.171 100.181 100.192 100.203 100.215 100.227 100.238     100.250 100.261 100.271 100.279 100.286 100.290 100.291 100.291
   99.994  99.994  99.994  99.994  99.995  99.996  99.997  99.998 100.000 100.002 100.004 100.006 100.009 100.012 100.015       100.019 100.022 100.026 100.031 100.035 100.040 100.045 100.050 100.055 100.061 100.067 100.074 100.080 100.087 100.095    100.102 100.110 100.118 100.127 100.136 100.146 100.156 100.166 100.177 100.188 100.200 100.212 100.225 100.238 100.252     100.265 100.278 100.290 100.301 100.309 100.315 100.316 100.316
   99.995  99.995  99.995  99.996  99.997  99.997  99.999 100.000 100.002 100.004 100.006 100.008 100.011 100.014 100.017       100.020 100.024 100.028 100.032 100.037 100.042 100.047 100.052 100.057 100.063 100.069 100.076 100.083 100.090 100.097    100.105 100.113 100.122 100.131 100.140 100.150 100.160 100.171 100.183 100.195 100.208 100.221 100.235 100.250 100.265     100.280 100.296 100.311 100.324 100.336 100.343 100.345 100.345
   99.997  99.997  99.997  99.997  99.998  99.999 100.000 100.001 100.003 100.005 100.007 100.010 100.012 100.015 100.018       100.022 100.026 100.030 100.034 100.038 100.043 100.048 100.054 100.059 100.065 100.071 100.078 100.085 100.092 100.099    100.107 100.116 100.124 100.134 100.143 100.154 100.165 100.176 100.188 100.201 100.214 100.229 100.244 100.261 100.278     100.296 100.314 100.333 100.350 100.365 100.376 100.379 100.379
