0.0000000000000000000000 2.500000000000000555e-01 3.633767167569402212e-01 4.302603005416414383e-01 4.769234333866773090e-01 5.127268203257354662e-01 5.417469775656932329e-01 5.660728942395625296e-01 5.869045411574205229e-01 6.049844939207477124e-01
2.500000000000000555e-01 3.183116416215299727e-01 3.866232832430597233e-01 4.403705260114741393e-01 4.823533063396661658e-01 5.161184351752855504e-01 5.440940978487374124e-01 5.678200291175681258e-01 5.882803882346858693e-01 6.061197061391855323e-01
3.633767167569402212e-01 3.866232832430597233e-01 4.244342485822944488e-01 4.622452139215292299e-01 4.960008307852277198e-01 5.252995161870034346e-01 5.506909495364028517e-01 5.728327361472868029e-01 5.922772765245691851e-01 6.094447441947933308e-01
4.302603005416414939e-01 4.403705260114741948e-01 4.622452139215291744e-01 4.881752503071206117e-01 5.141052866927119380e-01 5.383878492510976166e-01 5.605374479625837569e-01 5.805426894106070490e-01 5.985512375215107372e-01 6.147398521624859447e-01
4.769234333866773645e-01 4.823533063396662213e-01 4.960008307852276643e-01 5.141052866927119380e-01 5.338572164274018039e-01 5.536091461620915588e-01 5.725283036522273994e-01 5.902493360110467879e-01 6.066451319883807702e-01 6.216972143199486212e-01
5.127268203257354662e-01 5.161184351752856614e-01 5.252995161870035457e-01 5.383878492510977276e-01 5.536091461620916698e-01 5.696632153176396374e-01 5.857172844731876049e-01 6.012812189929717110e-01 6.160827401010170457e-01 6.299756621694532210e-01
5.417469775656933439e-01 5.440940978487375235e-01 5.506909495364029627e-01 5.605374479625837569e-01 5.725283036522273994e-01 5.857172844731876049e-01 5.993963999299115608e-01 6.130755153866355167e-01 6.264289472532627023e-01 6.392420581712415784e-01
5.660728942395625296e-01 5.678200291175682368e-01 5.728327361472869139e-01 5.805426894106070490e-01 5.902493360110467879e-01 6.012812189929717110e-01 6.130755153866355167e-01 6.251954953703960927e-01 6.373154753541565576e-01 6.491945416416810000e-01
5.869045411574205229e-01 5.882803882346858693e-01 5.922772765245691851e-01 5.985512375215108483e-01 6.066451319883808813e-01 6.160827401010171567e-01 6.264289472532627023e-01 6.373154753541565576e-01 6.484429171512866574e-01 6.595703589484166462e-01
6.049844939207478234e-01 6.061197061391856433e-01 6.094447441947934418e-01 6.147398521624860557e-01 6.216972143199486212e-01 6.299756621694532210e-01 6.392420581712415784e-01 6.491945416416808889e-01 6.595703589484166462e-01 6.701434523538916110e-01
