98.528  99.017  99.312  99.515  99.666  99.781  99.870  99.935  99.978 100.000
99.017  99.211  99.404  99.567  99.701  99.808  99.893  99.957 100.000 100.021
99.312  99.404  99.527  99.650  99.761  99.858  99.938 100.000 100.043 100.065
99.515  99.567  99.650  99.743  99.837  99.924 100.000 100.062 100.107 100.130
99.665  99.700  99.761  99.837  99.918 100.000 100.077 100.142 100.192 100.219
99.781  99.808  99.858  99.924 100.000 100.082 100.164 100.239 100.299 100.334
99.870  99.893  99.938 100.000 100.077 100.164 100.257 100.350 100.433 100.485
99.935  99.957 100.000 100.062 100.143 100.239 100.351 100.473 100.596 100.688
99.978 100.000 100.043 100.107 100.192 100.300 100.433 100.596 100.789 100.983
100.000 100.022 100.065 100.130 100.219 100.335 100.485 100.688 100.983 101.471
