0.000000000000000000e+00 5.003643599999776370e-01 8.022201599999903010e-01 1.009937879999995403e+00 1.164447119999991287e+00 1.282119719999997187e+00 1.373188079999991373e+00 1.439698679999992237e+00 1.483697999999975536e+00 1.506209279999993100e+00
5.003643599999776370e-01 6.988729199999852426e-01 8.963582399999836525e-01 1.063146359999976198e+00 1.200260519999986286e+00 1.309747199999989675e+00 1.396722599999989711e+00 1.462209959999981379e+00 1.506209279999993100e+00 1.527697319999987258e+00
8.022201599999903010e-01 8.963582399999836525e-01 1.022216759999992064e+00 1.148075280000000475e+00 1.261654919999983804e+00 1.360909199999994712e+00 1.442768399999991402e+00 1.506209279999993100e+00 1.550208599999990611e+00 1.572719879999979753e+00
1.009937879999995403e+00 1.063146359999976198e+00 1.148075280000000475e+00 1.243236599999988812e+00 1.339421159999986344e+00 1.428443039999990560e+00 1.506209279999993100e+00 1.569650159999980588e+00 1.615695959999982279e+00 1.639230479999980616e+00
1.163423879999996302e+00 1.199237279999991301e+00 1.261654919999983804e+00 1.339421159999986344e+00 1.422303599999992230e+00 1.506209279999993100e+00 1.584998759999990625e+00 1.651509359999977278e+00 1.702671359999982315e+00 1.730298839999974803e+00
1.282119719999997187e+00 1.309747199999989675e+00 1.360909199999994712e+00 1.428443039999990560e+00 1.506209279999993100e+00 1.590114959999979760e+00 1.674020639999994842e+00 1.750763639999988186e+00 1.812158039999999914e+00 1.847971439999994914e+00
1.373188079999991373e+00 1.396722599999989711e+00 1.442768399999991402e+00 1.506209279999993100e+00 1.584998759999990625e+00 1.674020639999994842e+00 1.769181959999997389e+00 1.864343279999985725e+00 1.949272199999995792e+00 2.002480679999990798e+00
1.439698679999992237e+00 1.462209959999981379e+00 1.506209279999993100e+00 1.569650159999980588e+00 1.652532599999986473e+00 1.750763639999988186e+00 1.865366519999980710e+00 1.990201799999979926e+00 2.116060319999988337e+00 2.210198399999995900e+00
1.483697999999975536e+00 1.506209279999993100e+00 1.550208599999990611e+00 1.615695959999982279e+00 1.702671359999982315e+00 1.813181279999980688e+00 1.949272199999995792e+00 2.116060319999988337e+00 2.313545639999986747e+00 2.512054199999994353e+00
1.506209279999993100e+00 1.528720559999996453e+00 1.572719879999979753e+00 1.639230479999980616e+00 1.730298839999974803e+00 1.848994679999975688e+00 2.002480679999990798e+00 2.210198399999995900e+00 2.512054199999994353e+00 3.011395319999991216e+00
